9 0 9	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
11 5 6	..BB...CCC....AAUG.FFKUG...KUGEEEKTT B98 K97 C99 U99 A99 
11 5 6	.BB....CCC....AAUG.FFKUG...KUGEEEKTT B99 K97 C99 U99 A99 
11 5 6	...BB..CCC..AA..UG.FFKUG...KUGEEEKTT B97 K97 C99 U99 A99 
11 5 6	BB.....CCC..AA..UGFF.KUG...KUGEEEKTT K97 C99 U99 A99 F99 
11 5 6	...BBG.CCC.G.AA.UG.FFKU....KU.EEEKTT B97 K97 C99 U99 G98 
11 5 6	BB...G.CCC.G.AA.UGFF.KU....KU.EEEKTT K97 C99 U99 G98 F99 
11 5 6	.BB....CCC..AA..UG.FFKUG...KUGEEEKTT B99 K97 C99 U99 A99 
11 5 6	...BB...CCC..AA.UG.FFKUG...KUGEEEKTT B97 K97 C98 U99 
11 5 6	BB...G.CCC.G..AAUG.FFKU....KU.EEEKTT K97 C99 U99 A99 G98 
11 5 6	..BB.G.CCC.G.AA.UG.FFKU....KU.EEEKTT B98 K97 C99 U99 G98 
11 5 6	.BB..G.CCC.G.AA.UG.FFKU....KU.EEEKTT B99 K97 C99 U99 G98 
11 5 6	BB.....CCC.G..AAUG.FFKUG...KU.EEEKTT K97 C99 U99 A99 G99 
11 5 6	BB.....CCC.G.AA.UGFF.KUG...KU.EEEKTT K97 C99 U99 G99 F99 
11 5 6	.BB....CCC.G.AA.UG.FFKUG...KU.EEEKTT B99 K97 C99 U99 G99 
11 5 6	....BB.CCC.G.AA.UG.FFKUG...KU.EEEKTT B96 K97 C99 U99 G99 
11 5 6	BB.....CCC.GAA..UG.FFKUG...KU.EEEKTT K97 C99 U99 A99 G99 
11 5 6	...BB..CCC.G.AA.UG.FFKUG...KU.EEEKTT B97 K97 C99 U99 G99 
11 2 9	BB....CCC.U..AAKUG.FFKUG...K.GEEETT. K98 T99 
11 5 6	...BBGCCC..GAA..UG.FFKU....KU.EEEKTT B97 K97 U99 A99 G98 
11 5 6	..BB.GCCC..GAA..UG.FFKU....KU.EEEKTT B98 K97 U99 A99 G98 
11 5 6	.BB.U.CCC.UGAA..UG.FFK.G...K..EEEKTT B99 K97 U99 A99 G99 
11 2 9	.BB...CCCKU..AAKUG.FFKUG.....GEEE.TT B99 K99 
11 5 6	....BB..CCC.AA..UG.FFKUG...KUGEEEKTT B96 K97 C98 U99 A99 
11 2 9	.BBK..CCCKU..AAKUGFF..UG.....GEEE.TT B99 F99 
11 5 6	BB.....CCCUGAA..UGFF.KUG...K..EEEKTT K97 C99 A99 G99 F99 
11 5 6	....BBCCC.U...AAUGFF.KUG...K.GEEEKTT B96 K97 A99 F99 
11 5 6	BB..U.CCC.UGAA..UGFF.K.G...K..EEEKTT K97 U99 A99 G99 F99 
11 5 6	BB..UGCCC.UGAA..UGFF.K.....K..EEEKTT K97 U99 A99 G98 F99 
11 5 6	BB.....CCCUG..AAUGFF.KUG...K..EEEKTT K97 C99 A99 G99 F99 
11 5 6	.BB.U.CCC.U.AA..UGFF.K.G...K.GEEEKTT B99 K97 U99 A99 F99 
11 5 6	BB...GCCC..G..AAUGFF.KU....KU.EEEKTT K97 U99 A99 G98 F99 
11 5 6	..BB.GCCC..G.AA.UGFF.KU....KU.EEEKTT B98 K97 U99 G98 F99 
11 5 6	..BB..CCC...AA..UGFF.KUG...KUGEEEKTT B98 K97 U99 A99 F99 
11 5 6	..BBUGCCC.UGAA..UG.FFK.....K..EEEKTT B98 K97 U99 A99 G98 
11 5 6	BB....CCC..G..AAUGFF.KUG...KU.EEEKTT K97 U99 A99 G99 F99 
11 5 6	..BB..CCC.....AAUGFF.KUG...KUGEEEKTT B98 K97 U99 A99 F99 
11 5 6	..BB.GCCC.UG..AAUGFF.KU....K..EEEKTT B98 K97 A99 G98 F99 
11 5 6	.BB.UGCCC.UGAA..UG.FFK.....K..EEEKTT B99 K97 U99 A99 G98 
11 5 6	...BBGCCC..G.AA.UGFF.KU....KU.EEEKTT B97 K97 U99 G98 F99 
11 2 9	BB.K..CCCKUG.AAKUG..FFUG......EEE.TT G99 F99 
11 5 6	...BB.CCC.....AAUGFF.KUG...KUGEEEKTT B97 K97 U99 A99 F99 
11 2 9	BB.K.GCCCKUG.AAKUG..FFU.......EEE.TT G98 F99 
11 5 6	....BBCCC.....AAUGFF.KUG...KUGEEEKTT B96 K97 U99 A99 F99 
11 5 6	....BBCCC..G.AA.UGFF.KUG...KU.EEEKTT B96 K97 U99 G99 F99 
11 2 9	BB.K..CCCK...AAKUG..FFUG....UGEEE.TT U99 F99 
11 5 6	.BB...CCC..G..AAUG.FFKUG...KU.EEEKTT B99 K97 U99 A99 G99 
11 5 6	..BBUGCCC.UG.AA.UGFF.K.....K..EEEKTT B98 K97 U99 G98 F99 
11 5 6	....BB..CCC..AA.UGFF.KUG...KUGEEEKTT B96 K97 C98 U99 F99 
11 5 6	....BB...CCC.AA.UGFF.KUG...KUGEEEKTT B96 K97 C97 U99 F99 
11 5 6	..BBU.CCC.U.AA..UGFF.K.G...K.GEEEKTT B98 K97 U99 A99 F99 
11 5 6	...BB....CCC.AA.UG.FFKUG...KUGEEEKTT B97 K97 C97 U99 
11 5 6	...BB..CCC...AA.UGFF.KUG...KUGEEEKTT B97 K97 C99 U99 F99 
11 5 6	...BBG.CCCUG.AA.UGFF.KU....K..EEEKTT B97 K97 C99 G98 F99 
11 2 9	BB.K..CCCKUG.AAKUG.FF.UG.......EEETT G99 E99 
11 2 9	BB.K..CCCKU..AAKUGFF..UG.....G.EEETT F99 E99 
11 5 6	....BB.CCC...AA.UGFF.KUG...KUGEEEKTT B96 K97 C99 U99 F99 
11 5 6	...BBG.CCCUG.AA.UG.FFKU....K..EEEKTT B97 K97 C99 G98 
11 5 6	..BB.G.CCCUG.AA.UG.FFKU....K..EEEKTT B98 K97 C99 G98 
11 2 9	BB.K..CCCK...AAKUGFF..UG....UGEEE.TT U99 F99 
11 2 9	BB....CCC.U..AAKUG.FFKUG...K.G.EEETT K98 E99 
11 2 9	BB.KU.CCCKU..AAKUG.FF..G.....G.EEETT U99 E99 
11 2 9	BB.K..CCCKU.AA.KUG.FF.UG.....G.EEETT A99 E99 
11 5 6	....BB.CCC...AA.UG.FFKUG...KUGEEEKTT B96 K97 C99 U99 
11 5 6	...BB..CCC...AA.UG.FFKUG...KUGEEEKTT B97 K97 C99 U99 
11 2 9	BB.K..CCCK...AAKUG.FF.UG....UG.EEETT U99 E99 
11 5 6	..BB..CCCKU..AAKU..FFKUG.....GEEETTG B98 K99 G99 T99 
11 5 6	...BB.CCCKU..AAKU..FFKUG.....GEEETTG B97 K99 G99 T99 
11 2 9	BB....CCCKU..AAKUG.FFKUG.....G.EEETT K99 E99 
11 2 9	.BBK..CCCKU..AAKUG.FF.UG.....G.EEETT B99 E99 
11 5 6	..BB..CCC.UGAA..UGFF.KUG...K..EEEKTT B98 K97 A99 G99 F99 
11 5 6	.BBK..CCCKU..AAKU...FFUG.....GEEETTG B99 G99 F97 T99 
11 5 6	..BBU.CCC.UGAA..UG.FFK.G...K..EEEKTT B98 K97 U99 A99 G99 
11 5 6	..BBU.CCC.UG.AA.UGFF.K.G...K..EEEKTT B98 K97 U99 G99 F99 
11 2 9	BB.K..CCCKU.AA.KUG..FFUG.....GEEE.TT A99 F99 
11 2 9	.BBK..CCCKU.AA.KUG.FF.UG.....GEEE.TT B99 A99 
11 5 6	...BB.CCCK...AAKU..FFKUG....UGEEETTG B97 K99 U99 G99 T99 
11 5 6	..BB...CCCU.AA..UGFF.KUG...K.GEEEKTT B98 K97 C99 A99 F99 
11 5 6	..BB..CCC..GAA..UG.FFKUG...KU.EEEKTT B98 K97 U99 A99 G99 
11 5 6	..BB..CCC..G.AA.UGFF.KUG...KU.EEEKTT B98 K97 U99 G99 F99 
11 5 6	....BBCCCK...AAKU..FFKUG....UGEEETTG B96 K99 U99 G99 T99 
11 2 9	BB.K..CCCKUG.AAKUGFF..UG......EEE.TT G99 F99 
11 5 6	....BBCCCKU.AA.KU..FFKUG.....GEEETTG B96 K99 A99 G99 T99 
11 5 6	..BB...CCC..AA..UG.FFKUG...KUGEEEKTT B98 K97 C99 U99 A99 
11 5 6	..BBU..CCCU.AA..UG.FFK.G...K.GEEEKTT B98 K97 C99 U99 A99 
11 5 6	...BB.CCCKU.AA.KU..FFKUG.....GEEETTG B97 K99 A99 G99 T99 
11 2 9	BB.K..CCCKU.AA.KUGFF..UG.....GEEE.TT A99 F99 
11 5 6	...BBGCCC.UGAA..UGFF.KU....K..EEEKTT B97 K97 A99 G98 F99 
11 2 9	BB.KU.CCCKU..AAKUGFF...G.....GEEE.TT U99 F99 
11 5 6	...BBG.CCCUGAA..UG.FFKU....K..EEEKTT B97 K97 C99 A99 G98 
11 5 6	BB...G.CCC.GAA..UG.FFKU....KU.EEEKTT K97 C99 U99 A99 G98 
11 5 6	....BBCCCKU..AAKU.FF.KUG.....GEEETTG B96 K99 G99 F99 T99 
11 2 9	BB.K.GCCCKUG.AAKUGFF..U.......EEE.TT G98 F99 
11 5 6	..BB..CCC.UG..AAUGFF.KUG...K..EEEKTT B98 K97 A99 G99 F99 
11 5 6	..BB.G.CCCUGAA..UG.FFKU....K..EEEKTT B98 K97 C99 A99 G98 
11 5 6	.BB..G.CCCUGAA..UG.FFKU....K..EEEKTT B99 K97 C99 A99 G98 
11 5 6	..BBU.CCC.UG..AAUG.FFK.G...K..EEEKTT B98 K97 U99 A99 G99 
11 5 6	...BB..CCCUG.AA.UGFF.KUG...K..EEEKTT B97 K97 C99 G99 F99 
11 5 6	..BB..CCC..G..AAUG.FFKUG...KU.EEEKTT B98 K97 U99 A99 G99 
11 5 6	.BB.UGCCC.UG.AA.UGFF.K.....K..EEEKTT B99 K97 U99 G98 F99 
11 5 6	..BB...CCCUG..AAUG.FFKUG...K..EEEKTT B98 K97 C99 A99 G99 
11 5 6	..BB...CCCUG.AA.UGFF.KUG...K..EEEKTT B98 K97 C99 G99 F99 
11 5 6	.BB..GCCC.UGAA..UGFF.KU....K..EEEKTT B99 K97 A99 G98 F99 
11 5 6	..BB...CCC.G.AA.UG.FFKUG...KU.EEEKTT B98 K97 C99 U99 G99 
11 5 6	..BBU..CCCUG.AA.UG.FFK.G...K..EEEKTT B98 K97 C99 U99 G99 
11 5 6	..BB...CCCUGAA..UG.FFKUG...K..EEEKTT B98 K97 C99 A99 G99 
11 5 6	...BB..CCCU..AAKU..FFKUG...K.GEEETTG B97 K98 C99 G99 T99 
11 5 6	.BB....CCCU..AAKU..FFKUG...K.GEEETTG B99 K98 C99 G99 T99 
11 5 6	..BB...CCCU..AAKU..FFKUG...K.GEEETTG B98 K98 C99 G99 T99 
11 5 6	....BB.CCCU..AAKU..FFKUG...K.GEEETTG B96 K98 C99 G99 T99 
11 5 6	...KBBCCCKU..AAKU..FF.UG.....GEEETTG B96 K96 G99 T99 
11 5 6	....BB.CCCU.AA..UGFF.KUG...K.GEEEKTT B96 K97 C99 A99 F99 
11 5 6	....BBCCC.UGAA..UGFF.KUG...K..EEEKTT B96 K97 A99 G99 F99 
11 5 6	BB.......CCC.AAKU..FFKUG...KUGEEETTG K98 C97 U99 G99 T99 
11 5 6	BB.....CCC...AAKU..FFKUG...KUGEEETTG K98 C99 U99 G99 T99 
11 5 6	BB......CCC..AAKU..FFKUG...KUGEEETTG K98 C98 U99 G99 T99 
11 5 6	....BBCCC...AA..UGFF.KUG...KUGEEEKTT B96 K97 U99 A99 F99 
11 5 6	...BB.CCC....AAKU..FFKUG...KUGEEETTG B97 K98 U99 G99 T99 
11 5 6	....BBCCC....AAKU..FFKUG...KUGEEETTG B96 K98 U99 G99 T99 
11 5 6	.BB...CCC....AAKU..FFKUG...KUGEEETTG B99 K98 U99 G99 T99 
11 5 6	..BB..CCC....AAKU..FFKUG...KUGEEETTG B98 K98 U99 G99 T99 
11 5 6	.BB..GCCC.UG..AAUGFF.KU....K..EEEKTT B99 K97 A99 G98 F99 
11 5 6	....BB.CCCUGAA..UG.FFKUG...K..EEEKTT B96 K97 C99 A99 G99 
11 5 6	....BB.CCC..AA..UG.FFKUG...KUGEEEKTT B96 K97 C99 U99 A99 
11 5 6	BB..U..CCCU..AAKU..FFK.G...K.GEEETTG K98 C99 U99 G99 T99 
11 2 9	BB.K.GCCCK.G.AAKUG.FF.U.....U.EEE.TT U99 G98 
11 5 6	...BB.CCC.UGAA..UGFF.KUG...K..EEEKTT B97 K97 A99 G99 F99 
11 5 6	.BB...CCC.....AAUGFF.KUG...KUGEEEKTT B99 K97 U99 A99 F99 
11 5 6	...BB.CCC..G.AA.UGFF.KUG...KU.EEEKTT B97 K97 U99 G99 F99 
11 2 9	BB...GCCCKUG.AAKUG.FFKU.......EEE.TT K99 G98 
11 5 6	..BB..CCC.U..AAKU.FF.KUG...K.GEEETTG B98 K98 G99 F99 T99 
11 5 6	.BB...CCC.U.AA.KU..FFKUG...K.GEEETTG B99 K98 A99 G99 T99 
11 5 6	....BBCCC.U.AA.KU..FFKUG...K.GEEETTG B96 K98 A99 G99 T99 
11 5 6	BB.....CCCU.AA.KU..FFKUG...K.GEEETTG K98 C99 A99 G99 T99 
11 5 6	..BB..CCC.U.AA.KU..FFKUG...K.GEEETTG B98 K98 A99 G99 T99 
11 5 6	...BB.CCC.U.AA.KU..FFKUG...K.GEEETTG B97 K98 A99 G99 T99 
11 5 6	...BB.CCC.UG..AAUGFF.KUG...K..EEEKTT B97 K97 A99 G99 F99 
11 5 6	BB....CCC...AA.KU..FFKUG...KUGEEETTG K98 U99 A99 G99 T99 
11 5 6	.BBK..CCCK..AA.KU..FF.UG....UGEEETTG B99 U99 A99 G99 T99 
11 5 6	BB....CCCK..AA.KU..FFKUG....UGEEETTG K99 U99 A99 G99 T99 
11 5 6	BB..UGCCC.UG..AAUGFF.K.....K..EEEKTT K97 U99 A99 G98 F99 
11 5 6	...BB.CCC..G..AAUG.FFKUG...KU.EEEKTT B97 K97 U99 A99 G99 
11 5 6	BB.K..CCCK..AA.KU...FFUG....UGEEETTG U99 A99 G99 F99 T99 
11 5 6	.BBK..CCCK...AAKU...FFUG....UGEEETTG B99 U99 G99 F99 T99 
11 5 6	BB....CCC....AAKU.FF.KUG...KUGEEETTG K98 U99 G99 F99 T99 
11 2 9	....BBCCCKU..AAKUG.FFKUG.....GEEE.TT B96 K99 
11 5 6	.BBKU.CCCKU.AA.KU..FF..G.....GEEETTG B99 U99 A99 G99 T99 
11 5 6	BB..U.CCCKU.AA.KU..FFK.G.....GEEETTG K99 U99 A99 G99 T99 
11 5 6	BB..U.CCC.U.AA.KU..FFK.G...K.GEEETTG K98 U99 A99 G99 T99 
11 2 9	BB....CCCKUG.AAKUG.FFKUG......EEE.TT K99 G99 
12 3 9	BB....CCCK...AAKUG.FFKUG....UGEEE.TT K95 U99 
12 6 6	.BB.U..CCCU..AAKU..FFK.G...K.GEEETTG B99 K98 C99 U99 G99 T99 
12 6 6	.BB......CCC.AAKU..FFKUG...KUGEEETTG B99 K98 C97 U99 G99 T99 
12 6 6	BB.......CCC.AAKU.FF.KUG...KUGEEETTG K98 C97 U99 G99 F99 T99 
12 6 6	.BB.....CCC..AAKU..FFKUG...KUGEEETTG B99 K98 C98 U99 G99 T99 
12 6 6	..BB....CCC..AAKU..FFKUG...KUGEEETTG B98 K98 C98 U99 G99 T99 
12 6 6	...BB...CCC..AAKU..FFKUG...KUGEEETTG B97 K98 C98 U99 G99 T99 
12 3 9	BB....CCCK.G.AAKUG.FFKUG....U.EEE.TT K99 U99 G99 
12 6 6	....BB...CCC.AAKU..FFKUG...KUGEEETTG B96 K98 C97 U99 G99 T99 
12 6 6	BB.......CCCAA.KU..FFKUG...KUGEEETTG K98 C97 U99 A99 G99 T99 
12 6 6	.BB....CCCU.AA.KU..FFKUG...K.GEEETTG B99 K98 C99 A99 G99 T99 
12 6 6	..BB...CCCU..AAKU.FF.KUG...K.GEEETTG B98 K98 C99 G99 F99 T99 
12 6 6	....BB.CCCU.AA.KU..FFKUG...K.GEEETTG B96 K98 C99 A99 G99 T99 
12 6 6	...KBBCCCKU..AAKU...FFUG.....GEEETTG B96 K96 G99 F99 T99 
12 6 6	....BB.CCCU..AAKU.FF.KUG...K.GEEETTG B96 K98 C99 G99 F99 T99 
12 6 6	....BB.CCC...AAKU..FFKUG...KUGEEETTG B96 K98 C99 U99 G99 T99 
12 6 6	.BB....CCCU..AAKU.FF.KUG...K.GEEETTG B99 K98 C99 G99 F99 T99 
12 6 6	..BB...CCC...AAKU..FFKUG...KUGEEETTG B98 K98 C99 U99 G99 T99 
12 6 6	..BBU..CCCU..AAKU..FFK.G...K.GEEETTG B98 K98 C99 U99 G99 T99 
12 6 6	..BB...CCCU.AA.KU..FFKUG...K.GEEETTG B98 K98 C99 A99 G99 T99 
12 6 6	...BB..CCCUG..AAUGFF.KUG...K..EEEKTT B97 K97 C99 A99 G99 F99 
12 6 6	...BB..CCC.G..AAUG.FFKUG...KU.EEEKTT B97 K97 C99 U99 A99 G99 
12 6 6	..BB....CCCG.AA.UG.FFKUG...KU.EEEKTT B98 K97 C98 U99 G99 
12 6 6	...BB..CCCU..AAKU.FF.KUG...K.GEEETTG B97 K98 C99 G99 F99 T99 
12 6 6	.BB....CCC...AAKU..FFKUG...KUGEEETTG B99 K98 C99 U99 G99 T99 
12 6 6	...BB..CCC...AAKU..FFKUG...KUGEEETTG B97 K98 C99 U99 G99 T99 
12 6 6	...BB..CCCU.AA.KU..FFKUG...K.GEEETTG B97 K98 C99 A99 G99 T99 
12 6 6	...KBBCCCKU..AAKU.FF..UG.....GEEETTG B96 K98 G99 F99 T99 
12 6 6	.BB....CCCUG..AAUG.FFKUG...K..EEEKTT B97 C99 G99 A99 K97 
12 6 6	....BB.CCCUG..AAUG.FFKUG...K..EEEKTT B96 K97 C99 A99 G99 
12 6 6	..BB.G.CCCUG.AA.UGFF.KU....K..EEEKTT B98 K97 C99 G98 F99 
12 3 9	BB...GCCCKUG.AAKUGFF.KU.......EEE.TT K99 G98 F99 
12 3 9	BB....CCCKUG.AAKUGFF.KUG......EEE.TT K99 G99 F99 
12 6 6	....BBCCCKU.AA.KU.FF.KUG.....GEEETTG B96 K99 A99 G99 F99 T99 
12 3 9	BB.K..CCCKUGAA.KUGFF..UG......EEE.TT A99 G99 F99 
12 6 6	....BBCCCK..AA.KU..FFKUG....UGEEETTG B96 K99 U99 A99 G99 T99 
12 6 6	....BBCCCK...AAKU.FF.KUG....UGEEETTG B96 K99 U99 G99 F99 T99 
12 6 6	....BBCCC..GAA..UG.FFKUG...KU.EEEKTT B96 K97 U99 A99 G99 
12 6 6	..BB....CCCGAA..UG.FFKUG...KU.EEEKTT B98 K97 C98 U99 A99 G99 
12 3 9	.BB.U.CCC.U..AAKUG.FFK.G...K.GEEE.TT B99 K98 U99 
12 6 6	...BB.CCCK...AAKU.FF.KUG....UGEEETTG B97 K99 U99 G99 F99 T99 
12 6 6	..BB...CCCU...AAUGFF.KUG...K.GEEEKTT B98 K97 C99 A97 F99 
12 3 9	BB.K..CCCKU.AA.KUG..FFUG.....GEEETT. A99 F99 T99 
12 3 9	.BB..GCCC.UG.AAKUG.FFKU....K..EEE.TT B99 K98 G98 
12 3 9	....BBCCCKU..AAKUG.FFKUG.....G.EEETT B96 K99 E99 
12 3 9	.BB...CCC.U..AAKUG.FFKUG...K.GEEETT. B99 K98 T99 
12 3 9	BB..U.CCCKU..AAKUGFF.K.G.....GEEE.TT K99 U99 F99 
12 3 9	BB.KUGCCCKUG.AAKUG.FF..........EEETT U99 G98 E99 
12 3 9	.BBK..CCCKU.AA.KUG.FF.UG.....G.EEETT B99 A99 E99 
12 3 9	BB....CCC.U.AA.KUG.FFKUG...K.G.EEETT K98 A99 E99 
12 3 9	.BBKU.CCCKU..AAKUG.FF..G.....G.EEETT B99 U99 E99 
12 3 9	BB....CCC.U..AAKUGFF.KUG...K.GEEE.TT K96 F99 
12 3 9	BB.....CCCU..AAKUG.FFKUG...K.G.EEETT K98 C99 E99 
12 3 9	BB..U.CCC.U..AAKUG.FFK.G...K.G.EEETT K98 U99 E99 
12 3 9	BB.K.GCCCKUG.AAKUGFF..U........EEETT G98 F99 E99 
12 3 9	....BBCCC.U..AAKUG.FFKUG...K.G.EEETT B96 K98 E99 
12 3 9	...BB.CCC.U..AAKUG.FFKUG...K.G.EEETT B97 K98 E99 
12 6 6	.BB..G..CCCG..AAUG.FFKU....KU.EEEKTT B99 K97 C98 U99 A99 G98 
12 3 9	BB.....CCC...AAKUG.FFKUG...KUGEEE.TT K98 C99 U99 
12 6 6	..BB.G..CCCG.AA.UGFF.KU....KU.EEEKTT B98 K97 C98 U99 G98 F99 
12 3 9	....BBCCC....AAKUG.FFKUG...KUGEEE.TT B96 K98 U99 
12 6 6	....BBCCC..GAA..UGFF.KUG...KU.EEEKTT B96 K97 U99 A99 G99 F99 
12 3 9	BB......CCC..AAKUG.FFKUG...KUGEEE.TT K98 C98 U99 
12 3 9	.BBK..CCCKUG.AAKUG..FFUG......EEE.TT B99 G99 F99 
12 3 9	BB....CCC....AAKUG.FFKUG...KUGEEETT. K98 U99 T99 
12 6 6	.BB...CCC..G..AAUGFF.KUG...KU.EEEKTT B99 K97 U99 A99 G99 F99 
12 6 6	..BBUG.CCCUGAA..UG.FFK.....K..EEEKTT B98 K97 C99 U99 A99 G98 
12 3 9	.BB...CCCKU..AAKUG.FFKUG.....GEEE.TT B99 K95 
12 6 6	..BBU..CCCUG..AAUG.FFK.G...K..EEEKTT B98 K97 C99 U99 A99 G99 
12 3 9	BB..U.CCCKU..AAKUG.FFK.G.....G.EEETT K99 U99 E99 
12 6 6	.BB.UGCCC.UGAA..UGFF.K.....K..EEEKTT B99 K97 U99 A99 G98 F99 
12 6 6	BB...G.CCCUG..AAUGFF.KU....K..EEEKTT K97 C99 A99 G98 F99 
12 6 6	..BB.GCCC..G..AAUGFF.KU....KU.EEEKTT B98 K97 U99 A99 G98 F99 
12 6 6	..BB..CCC..GAA..UGFF.KUG...KU.EEEKTT B98 K97 U99 A99 G99 F99 
12 6 6	...BBGCCC..G..AAUGFF.KU....KU.EEEKTT B97 K97 U99 A99 G98 F99 
12 6 6	..BB.GCCC.UG.AA.UGFF.KU....K..EEEKTT B98 K97 U98 G98 F99 
12 6 6	BB.....CCCUG..AAUG.FFKUG...K..EEEKTT K97 C99 A99 G99 F98 
12 6 6	.BB...CCC.U.AA..UGFF.KUG...K.GEEEKTT B99 K97 U98 A99 F99 
12 6 6	..BBUGCCC.UGAA..UGFF.K.....K..EEEKTT B98 K97 U99 A99 G98 F99 
12 6 6	.BB....CCCUG..AAUGFF.KUG...K..EEEKTT B99 K97 C99 A99 G99 F99 
12 6 6	..BB...CCCUG..AAUGFF.KUG...K..EEEKTT B98 K97 C99 A99 G99 F99 
12 6 6	BB...GCCC..GAA..UGFF.KU....KU.EEEKTT K97 U97 A99 G98 F99 
12 3 9	BB..U.CCCKU.AA.KUG.FFK.G.....GEEE.TT K99 U99 A99 
12 6 6	..BBU.CCC.UGAA..UGFF.K.G...K..EEEKTT B98 K97 U99 A99 G99 F99 
12 3 9	BB.KU.CCCKUGAA.KUG.FF..G......EEE.TT U99 A99 G99 
12 6 6	BB...GCCC..G..AAUG.FFKU....KU.EEEKTT K97 U97 A99 G98 
12 6 6	.BB.U.CCC.U.AA..UG.FFK.G...K.GEEEKTT B99 K97 U99 A99 G98 
12 3 9	.BB...CCCK...AAKUG.FFKUG....UGEEE.TT B99 K99 U99 
12 6 6	.BB.U.CCC.UGAA..UGFF.K.G...K..EEEKTT B99 K97 U99 A99 G99 F99 
12 6 6	.BB.U..CCCUG..AAUG.FFK.G...K..EEEKTT B99 K97 C99 U99 A99 G99 
12 6 6	....BB.CCCUG..AAUGFF.KUG...K..EEEKTT B96 K97 C99 A99 G99 F99 
12 6 6	.BB...CCC..GAA..UG.FFKUG...KU.EEEKTT B99 K97 U97 A99 G99 
12 6 6	.BB...CCC.UGAA..UG.FFKUG...K..EEEKTT B99 K97 U98 A99 G99 
12 6 6	..BB.GCCC..GAA..UGFF.KU....KU.EEEKTT B98 K97 U99 A99 G98 F99 
12 6 6	....BBCCC..G..AAUGFF.KUG...KU.EEEKTT B96 K97 U99 A99 G99 F99 
12 6 6	.BB.U..CCCU...AAUG.FFK.G...K.GEEEKTT B97 U99 C99 A99 K97 
12 3 9	BB..U.CCCKUG.AAKUG.FFK.G......EEE.TT K99 U99 G99 
12 6 6	...BB..CCC.G.AA.UGFF.KUG...KU.EEEKTT B97 K97 C99 U99 G99 F99 
12 6 6	.BB....CCCUG.AA.UG.FFKUG...K..EEEKTT B99 K97 C99 U98 G99 
12 6 6	....BB.CCC.GAA..UG.FFKUG...KU.EEEKTT B96 K97 C99 U99 A99 G99 
12 6 6	....BB.CCC.G.AA.UGFF.KUG...KU.EEEKTT B96 K97 C99 U99 G99 F99 
12 6 6	.BB....CCC.GAA..UG.FFKUG...KU.EEEKTT B99 K97 C99 U99 A99 G99 
12 6 6	..BB.G..CCCG.AA.UG.FFKU....KU.EEEKTT B98 K97 C98 U99 G98 
12 6 6	.BB..G..CCCG.AA.UG.FFKU....KU.EEEKTT B99 K97 C98 U99 G98 
12 6 6	..BB...CCC.G.AA.UGFF.KUG...KU.EEEKTT B98 K97 C99 U99 G99 F99 
12 6 6	..BB.G.CCC.GAA..UG.FFKU....KU.EEEKTT B98 K97 C99 U99 A99 G98 
12 6 6	.BB..G.CCC.GAA..UG.FFKU....KU.EEEKTT B99 K97 C99 U99 A99 G98 
12 6 6	....BB..CCC..AA.UG.FFKUG...KUGEEEKTT B96 K97 C98 U99 
12 6 6	..BB.GCCC..G.AA.UG.FFKU....KU.EEEKTT B98 K97 C98 U99 G98 
12 3 9	.BB.U.CCCKU..AAKUG.FFK.G.....GEEE.TT B99 K99 U99 
12 6 6	....BB.CCC..AA..UGFF.KUG...KUGEEEKTT B96 K97 C99 U99 A99 F99 
12 6 6	...BBG.CCC.G.AA.UGFF.KU....KU.EEEKTT B97 K97 C99 U99 G98 F99 
12 6 6	BB...G.CCC.G..AAUGFF.KU....KU.EEEKTT K97 C99 U99 A99 G98 F99 
12 6 6	BB..UG.CCCUG.AA.UGFF.K.....K..EEEKTT K97 C99 U97 G98 F99 
12 6 6	..BB.G.CCC.G.AA.UGFF.KU....KU.EEEKTT B98 K97 C99 U99 G98 F99 
12 6 6	BB.....CCC....AAUGFF.KUG...KUGEEEKTT K97 C99 U99 A97 F99 
12 6 6	BB.....CCC.GAA..UGFF.KUG...KU.EEEKTT K97 C99 U99 A99 G99 F99 
12 6 6	BB...G.CCC.GAA..UGFF.KU....KU.EEEKTT K97 C99 U99 A99 G98 F99 
12 3 9	..BBU.CCCKU..AAKUG.FFK.G.....GEEE.TT B98 K99 U99 
12 6 6	.BB..G.CCC.G..AAUG.FFKU....KU.EEEKTT B99 K97 C99 U99 A99 G98 
12 6 6	..BB...CCC..AA..UGFF.KUG...KUGEEEKTT B98 K97 C99 U99 A99 F99 
12 6 6	...BBG.CCC.GAA..UG.FFKU....KU.EEEKTT B97 K97 C99 U99 A99 G98 
12 6 6	..BB...CCC....AAUGFF.KUG...KUGEEEKTT B98 K97 C99 U99 A99 F99 
12 6 6	.BB....CCC.G..AAUG.FFKUG...KU.EEEKTT B99 K97 C99 U99 A99 G99 
12 3 9	BB.KU.CCCKUG.AAKUG.FF..G.......EEETT U99 G99 E99 
12 3 9	BB.K..CCCK..AA.KUG.FF.UG....UG.EEETT U99 A99 E99 
12 6 6	..BB...CCC.G..AAUG.FFKUG...KU.EEEKTT B98 K97 C99 U99 A99 G99 
