9 0 9	JJJ.PSFF..PSHAADPUH.NDLUBINDLOBINGGO 
21 15 6	JJJ.PSH.FFPSHAA.PUBIND.UBINDLOGGNDLO J98 H97 F98 A98 B99 I99 N98 D99 L99 G97 
21 15 6	.JJJ.SH.FFPSHAA.PUBINDPUBINDLOGGNDLO H97 J99 P99 F98 A98 B99 I99 N98 D99 L99 G97 
21 15 6	HJJJPSHIFFPSBIAAPUB.NDLU..NDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I97 G97 
21 15 6	HJJJPSHFF.PSBIAAPUBINDLU..NDLOGGND.O J99 F97 H98 A97 D99 N98 B98 I98 G97 
21 12 9	HJJJPSHFF.PSAAN.PUBIND.UBINDLOGG.DLO J99 F97 H98 A99 D99 N99 L99 B99 I99 G97 
21 12 9	HJJJPSHFF.PSAAN.PUBIND.UBINDLOGG.DLO J99 F97 H98 A99 D99 N99 L99 B99 I99 G97 
22 13 9	HJJJ.SHFF.PSBAADPUBINDPU.INDLOGGN.LO J99 P99 F99 H98 A98 N98 L99 B98 I99 G97 
20 14 6	HJJJ.SHFF.PSBAA.PUBINDPU.INDLOGGNDLO J99 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
21 15 6	H.JJJSHFF.PSBAA.PUBINDPU.INDLOGGNDLO J98 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
22 13 9	HJJJPSHFFDPSAA.DPUBINDLUBIN.LOGGN..O J99 F97 H98 A99 D97 N98 B99 I99 G97 
22 16 6	JJJ..SH.FFPSHAA.PUBINDPUBINDLOGGNDLO J98 P99 H97 F98 A98 B99 I99 N98 D99 L99 G97 
22 16 6	HJJJPSHFF.PS.AA.PUBIND.UBINDLOGGNDLO J99 P98 F97 H98 A98 D99 N98 L99 B99 I99 G97 
22 16 6	HJJJ.SHFF.PSAA..PUBINDPUBINDLOGGNDLO J99 P99 F97 H98 A95 D99 N98 L99 B99 I99 G97 
22 16 6	H.JJJSH.FFPSBAA.PUBINDPU.INDLOGGNDLO J98 P99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
22 10 12	HJJJPSHFFDPSAANDPUBIND.UBIN.LOGG..LO J99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
22 10 12	HJJJ.SHFF.PSAANDPUBINDPUBINDLO..GGLO J99 P99 F99 H98 A99 N99 L99 B99 I99 G99 
22 13 9	H.JJJSH.FFPS.AADPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A98 N98 L99 B99 I99 G97 
22 16 6	..JJJSH.FFPSHAA.PUBINDPUBINDLOGGNDLO H97 J98 F98 P99 A98 B99 I99 N98 D99 L99 G97 
22 16 6	..JJJSH.FFPSH.AAPUBINDPUBINDLOGGNDLO H97 J98 F98 P99 A97 B99 I99 N98 D99 L99 G97 
22 13 9	HJJJPSH.FFPSAA.DPUBIND.UBINDLOGGN.LO J99 F98 H98 A99 D98 N98 L99 B99 I99 G97 
22 10 12	HJJJ.SH.FFPSAANDPUBINDPUBINDLO..GGLO J99 P99 F98 H98 A99 N99 L99 B99 I99 G99 
22 13 9	H.JJJSHFF.PSAAN.PUBINDPUBINDLO.GGDLO J98 P99 F97 H98 A99 D99 N99 L99 B99 I99 G98 
22 16 6	H.JJJSHIFFPS.IAAPUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
22 10 12	HJJJ.SH.FFPSAANDPUBINDPUBINDLO.GG.LO J99 P99 F98 H98 A99 N99 L99 B99 I99 G98 
22 16 6	HJJJ.SHFF.PS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 F97 H98 A97 D99 N98 L99 B99 I98 G97 
22 10 12	H.JJJSH.FFPSAANDPU.INDPUBINDLOB.GGLO J98 P99 F98 H98 A99 N99 L99 I99 G99 
22 10 12	HJJJPSH.FFPSAANDPUBIND.UBINDLOGG..LO J99 F98 H98 A99 N99 L99 B99 I99 G97 
22 16 6	H.JJJSHFF.PSB.AAPUBINDPU.INDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B98 I99 G97 
22 10 12	HJJJ.SHFFDPSAANDPUB.NDPUBIN.LO.IGGLO J99 P99 F99 H98 A99 D99 N99 L99 B99 G99 
22 13 9	HJJJPSHFF.PSBAADPUBINDLU.INDLOGGN..O J99 F99 H98 A98 N98 L98 B98 I99 G97 
22 10 12	HJJJ.SH.FFPSAANDPU.INDPUBINDLOBGG.LO J99 P99 F98 H98 A99 N99 L99 I99 G98 
22 10 12	HJJJPSH.FFPSAANDPU.IND.UBINDLOB.GGLO J99 P98 F98 H98 A99 N99 L99 I99 G99 
22 13 9	HJJJPSHFFDPSBAADPUBIND.U.IN.LOGGN.LO J99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
22 13 9	HJJJ.SH.FFPSAAN.PUBINDPUBINDLO.GGDLO J99 P99 F98 H98 A99 D99 N99 L99 B99 I99 G96 
22 16 6	JJJ.PSHIFFPSHIAAPUB.ND.UB.NDLOGGNDLO J98 H97 F98 A97 B99 I97 N98 D99 L99 G97 
22 16 6	HJJJ.SHIFFPSBIAAPUB.NDPU..NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
22 13 9	HJJJ.SHFF.PSAAN.PUBINDPUBINDLOGG.DLO J99 P99 F97 H98 A99 D99 N99 L99 B99 I99 G97 
22 16 6	.JJJ.SHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO H97 J99 I97 F98 P99 A97 B99 N98 D99 L99 G97 
22 13 9	H.JJJSH.FFPSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G97 
22 16 6	JJJ.PSHFF.PSH.AAPUBIND.UBINDLOGGNDLO J98 H97 F97 A97 B99 I99 N98 D99 L99 G97 
22 16 6	JJJ.PSH.FFPSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 F98 A97 B99 I98 N98 D99 L99 G97 
22 10 12	HJJJPSHFFDPSAANDPUBIND.UBIN.LO..GGLO J99 F99 H98 A99 D99 N99 L99 B99 I99 G99 
22 16 6	JJJ..SH.FFPSH.AAPUBINDPUBINDLOGGNDLO J98 P99 H97 F98 A97 B99 I99 N98 D99 L99 G97 
22 16 6	HJJJ.SHFF.PSBAA.PUBINDPU.INDLOGGNDLO J99 P99 F99 H98 A96 D99 N98 L99 B98 I99 G97 
22 16 6	HJJJPSHFF.PS..AAPUBIND.UBINDLOGGNDLO J99 F97 H98 A97 D99 N98 L99 B97 I99 G97 
22 13 9	H.JJJSH.FFPSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G97 
22 16 6	H.JJJSHFF.PS..AAPUBINDPUBINDLOGGNDLO J98 P99 F97 H98 A97 D99 N98 L99 B99 I99 G97 
22 16 6	.JJJ.SHFF.PSH.AAPUBINDPUBINDLOGGNDLO H97 J99 F97 P99 A97 B99 I99 N98 D99 L99 G97 
22 10 12	HJJJ.SHFF.PSAANDPUBINDPUBINDLO.GG.LO J99 P99 F99 H98 A99 N99 L99 B99 I99 G98 
22 13 9	.JJJPSH.FFPSHAADPUBIND.UBINDLOGGN.LO H97 J99 F98 A98 B99 I99 N98 L99 G97 
22 10 12	H.JJJSHFF.PSAANDPU.INDPUBINDLOBGG.LO J98 P99 F99 H98 A99 N99 L99 I99 G98 
20 11 9	H.JJJSHFF.PSAAN.PU.INDPUBINDLOBGGDLO J98 P99 F99 H98 A99 D99 N99 L99 I99 G98 
21 12 9	H.JJJSH.FFPSAAN.PU.INDPUBINDLOBGGDLO J98 P99 F98 H98 A99 D99 N99 L99 I99 G98 
22 16 6	HIJJJSHIFFPS..AAPUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I96 G97 
22 10 12	HJJJPSHFFDPSAANDPUBIND.UBIN.LO.GG.LO J99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
22 10 12	HJJJ.SHFFDPSAANDPU.INDPUBIN.LOB.GGLO J99 P99 F99 H98 A99 D99 N99 L99 I99 G99 
22 10 12	HJJJ.SHFFDPSAANDPU.INDPUBIN.LOBGG.LO J99 P99 F99 H98 A99 D99 N99 L99 I99 G98 
22 16 6	.JJJPSHIFFPSHIAAPUB.ND.UB.NDLOGGNDLO H97 J99 F98 I97 A97 B99 N98 D99 L99 G97 
22 10 12	HJJJPSHFFDPSAANDPU.INDLUBIN.LOBGG..O J99 F97 H98 A99 D97 N99 I99 G98 
22 16 6	JJJ.PSHFF.PSHIAAPUBINDLUB.NDLOGGND.O J98 H97 F97 I98 A97 B99 N98 D99 G97 
22 16 6	HJJJPSHIFFPSBIAAPUB.ND.U..NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
22 10 12	H.JJJSH.FFPSAANDPUB.NDPUBINDLO.IGGLO J98 P99 F98 H98 A99 N99 L99 B99 G99 
22 13 9	HJJJPSH.FFPS.AADPUBINDLUBINDLOGGN..O J99 F98 H98 A98 D98 N98 B99 I99 G97 
22 16 6	H.JJJSHFF.PS.AA.PUBINDPUBINDLOGGNDLO J98 P99 F97 H98 A98 D99 N98 L99 B99 I99 G97 
22 16 6	.JJJ.SHFF.PSHAA.PUBINDPUBINDLOGGNDLO H97 J99 F97 P99 A98 B99 I99 N98 D99 L99 G97 
22 16 6	HJJJ.SH.FFPSB.AAPUBINDPU.INDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
22 16 6	H.JJJSH.FFPS.IAAPUBINDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
22 16 6	H.JJJSH.FFPSB.AAPUBINDPU.INDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
22 10 12	HJJJ.SH.FFPSAANDPUBINDPUBINDLOGG..LO J99 P99 F98 H98 A99 N99 L99 B99 I99 G97 
22 13 9	HJJJPSHFF.PSAA.DPUBINDLUBINDLOGGN..O J99 F97 H98 A99 D98 N98 B99 I99 G97 
22 13 9	H.JJJSHFF.PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F97 H98 A99 N98 L99 B99 I99 G97 
23 14 9	H.JJJSHFF.PSAAN.PU.INDPUBINDLOBGGDLO J98 P99 F97 H98 A99 D99 N99 L99 B98 I99 G98 
23 17 6	JJJ..SHFF.PSH.AAPUBINDPUBINDLOGGNDLO J98 P99 H97 F97 A97 B99 I99 N98 D99 L99 G97 
23 11 12	H.JJJSHFFDPSAANDPU.INDPUBIN.LOBGG.LO J98 P99 F99 H98 A99 D99 N99 L99 I99 G98 
23 14 9	H.JJJSHFF.PSBAADPUBINDPU.INDLOGGN.LO J98 P99 F99 H98 A98 N98 L99 B98 I99 G97 
23 14 9	H.JJJSHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J98 P99 F97 H98 A99 D99 N98 L99 B99 I99 G97 
23 14 9	HJJJ.SHFFDPSBAADPUBINDPU.IN.LOGGN.LO J99 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
23 14 9	HJJJ.SH.FFPSBAADPUBINDPU.INDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B98 I99 G97 
23 17 6	.JJJPSHFF.PSHAA.PUBIND.UBINDLOGGNDLO H97 J99 P98 F97 A98 B99 I99 N98 D99 L99 G97 
23 14 9	HJJJPSHFFDPSBAADPUBINDLU.IN.LOGGN..O J99 F99 H98 A98 D99 N98 L98 B98 I99 G97 
23 11 12	HJJJ.SHFFDPSAANDPUBINDPUBIN.LOGG..LO J99 P99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
21 12 9	HJJJ.SHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
22 13 9	HJJJ.SHFFDPS.AADPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
23 17 6	H.JJJSHFF.PSBIAAPUBINDPU..NDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
23 11 12	H.JJJSH.FFPSAANDPU.INDPUBINDLOBGG.LO J98 P99 F98 H98 A99 N99 L99 I99 G98 
23 11 12	H.JJJSHFFDPSAANDPUB.NDPUBIN.LO.IGGLO J98 P99 F99 H98 A99 D99 N99 L99 B99 G99 
23 14 9	.JJJ.SHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J99 F99 D99 P99 A98 B99 I99 N98 L99 G97 
23 14 9	HJJJPSHFFDPS.AADPUBIND.UBIN.LOGGN.LO J99 P98 F99 H98 A98 D99 N98 L99 B99 I99 G97 
23 11 12	H.JJJSH.FFPSAANDPUBINDPUBINDLO.GG.LO J98 P99 F98 H98 A99 N99 L99 B99 I99 G98 
23 11 12	HJJJPSH.FFPSAANDPU.IND.UBINDLOBGG.LO J99 P98 F98 H98 A99 N99 L99 I99 G98 
23 14 9	HJJJ.SH.FFPSAAN.PUBINDPUBINDLOGG.DLO J99 P99 F98 H98 A99 D99 N97 L99 B99 I99 G97 
23 17 6	H.JJJSHIFFPSBIAAPUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
23 11 12	HJJJPSH.FFPSAANDPUBINDLUBINDLOGG...O J99 F98 H98 A99 D98 N99 B99 I99 G97 
21 12 9	HJJJPSH.FFPSAA.DPUBINDLUBINDLOGGN..O J99 F98 H98 A99 D98 N98 B99 I99 G97 
23 17 6	JJJ..SH.FFPSHIAAPUBINDPUB.NDLOGGNDLO J98 P99 H97 F98 A97 B99 I98 N98 D99 L99 G97 
23 14 9	HJJJPSHFF.PSAA.DPUBIND.UBINDLOGGN.LO J99 F97 H98 A99 D98 N98 L99 B99 I99 G97 
23 17 6	JJJ..SHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO J98 P99 H97 F98 A97 B99 I97 N98 D99 L99 G97 
23 17 6	HJJJ.SH.FFPSBIAAPUBINDPU..NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I96 G97 
23 17 6	JJJ.PSHFF.PSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 F97 A97 B99 I98 N98 D99 L99 G97 
23 14 9	HJJJPSHFF.PSAAN.PUBIND.UBINDLOGG.DLO J99 F97 H98 A99 D99 N97 L99 B99 I99 G97 
23 17 6	..JJJSH.FFPSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 F98 P99 A97 B99 I98 N98 D99 L99 G97 
23 14 9	..JJJSH.FFPSHAADPUBINDPUBINDLOGGN.LO H97 J98 F98 P99 A98 B99 I99 N98 L99 G97 
23 14 9	.JJJPSH.FFPSHAADPUBINDLUBINDLOGGN..O H97 J99 F98 A98 B99 I99 N98 D98 G97 
23 11 12	HJJJ.SHFFDPSAANDPUBINDPUBIN.LO..GGLO J99 P99 F99 H98 A99 D99 N99 L99 B99 I99 G99 
23 11 12	HJJJ.SHFFDPSAANDPUBINDPUBIN.LO.GG.LO J99 P99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
23 17 6	JJJ..SHFF.PSHAA.PUBINDPUBINDLOGGNDLO J98 P99 H97 F97 A98 B99 I99 N98 D99 L99 G97 
23 11 12	H.JJJSHFF.PSAANDPUBINDPUBINDLO..GGLO J98 P99 F99 H98 A99 N99 L99 B99 I99 G99 
23 11 12	H.JJJSHFF.PSAANDPUBINDPUBINDLO.GG.LO J98 P99 F99 H98 A99 N99 L99 B99 I99 G98 
23 11 12	HJJJPSHFFDPSAANDPUBINDLUBIN.LO.GG..O J99 F97 H98 A99 D97 N99 B99 I99 G98 
23 14 9	.JJJPSHFF.PSHAADPUBIND.UBINDLOGGN.LO H97 J99 F97 A98 B99 I99 N98 L99 G97 
23 14 9	JJJ.PSH.FFPSHAADPUBIND.UBINDLOGGN.LO J98 H97 F98 A98 B99 I99 N98 L99 G97 
23 17 6	HIJJJSHIFFPSB.AAPUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I96 G97 
23 17 6	HIJJJSHIFFPSAA..PUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A95 D99 N98 L99 B99 I96 G97 
23 11 12	H.JJJSHFFDPSAANDPU.INDPUBIN.LOB.GGLO J98 P99 F99 H98 A99 D99 N99 L99 I99 G99 
23 17 6	HJJJPSH.FFPSBIAAPUBIND.U..NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I96 G97 
23 11 12	H.JJJSH.FFPSAANDPUBINDPUBINDLOGG..LO J98 P99 F98 H98 A99 N99 L99 B99 I99 G97 
23 14 9	HJJJPSHFFDPSAA.DPUBIND.UBIN.LOGGN.LO J99 F97 H98 A99 D97 N98 L99 B99 I99 G97 
23 17 6	HIJJJSHIFFPS.AA.PUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A96 D99 N98 L99 B99 I96 G97 
23 11 12	H.JJJSH.FFPSAANDPUBINDPUBINDLO..GGLO J98 P99 F98 H98 A99 N99 L99 B99 I99 G99 
23 14 9	HJJJPSH.FFPS.AADPUBIND.UBINDLOGGN.LO J99 F98 H98 A98 D98 N98 L99 B99 I99 G97 
23 11 12	HJJJPSHFFDPSAANDPU.INDLUBIN.LOB.GG.O J99 F97 H98 A99 D97 N99 I99 G97 
23 14 9	HJJJPSH.FFPSBAADPUBINDLU.INDLOGGN..O J99 F98 H98 A98 D98 N98 B98 I99 G97 
23 11 12	H.JJJSHFF.PSAANDPUB.NDPUBINDLO.IGGLO J98 P99 F97 H98 A99 N99 L99 B99 G99 
23 17 6	.IJJJSHIFFPSH.AAPUB.NDPUB.NDLOGGNDLO H97 J98 F98 P99 A97 B99 I96 N98 D99 L99 G97 
23 14 9	H.JJJSHFF.PS.AADPUBINDPUBINDLOGGN.LO J98 P99 F97 H98 A98 N98 L99 B99 I99 G97 
23 14 9	HJJJPSH.FFPSAA.DPUBINDLUBINDLOGGN..O J99 F98 H98 A99 D98 N98 L98 B99 I99 G97 
23 17 6	HJJJ.SH.FFPS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 F96 H98 A97 D99 N98 L99 B99 I98 G97 
23 17 6	H.JJJSH.FFPSBIAAPUBINDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
23 14 9	H.JJJSHFF.PSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F97 H98 A99 D99 N99 L99 B99 I99 G97 
24 15 9	HJJJ.SH.FFPS.AADPUBINDPUBINDLOGGN.LO J99 P99 F98 H98 A98 D98 N98 L99 B99 I99 G97 
24 18 6	JJJ..SHFF.PSHIAAPUBINDPUB.NDLOGGNDLO J98 P99 H97 F97 A97 B99 I98 N98 D99 L99 G97 
24 15 9	H.JJJSHFFDPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
24 12 12	H.JJJSHFFDPSAANDPUBINDPUBIN.LOGG..LO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
24 18 6	..JJJSHFF.PSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 F97 P99 A97 B99 I98 N98 D99 L99 G97 
24 12 12	HJJJPSH.FFPSAANDPUBIND.UBINDLOGG..LO J99 F98 H98 A99 D98 N99 L99 B99 I99 G97 
24 15 9	HJJJPSHFFDPSBAADPUBINDLU.IN.LOGGN..O J99 F99 H98 A98 D97 N98 L98 B98 I99 G97 
24 12 12	H.JJJSHFFDPSAANDPUBINDPUBIN.LO.GG.LO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
24 15 9	HJJJ.SHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J97 P99 F97 H98 A99 D99 N98 L99 B99 I99 G97 
24 15 9	H.JJJSHFFDPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 F97 H98 A98 D99 N98 L99 B99 I99 G97 
24 12 12	HJJJ.SHFF.PSAANDPUBINDPUBINDLOGG..LO J99 P99 F99 H98 A99 D98 N99 L99 B99 I99 G97 
22 13 9	HJJJ.SHFF.PSAA.DPUBINDPUBINDLOGGN.LO J99 P99 F99 H98 A99 D98 N98 L99 B99 I99 G97 
23 14 9	HJJJ.SHFF.PS.AADPUBINDPUBINDLOGGN.LO J99 P99 F99 H98 A98 D98 N98 L99 B99 I99 G97 
24 15 9	.JJJ.SHFF.PSHAADPUBINDPUBINDLOGGN.LO H97 J99 F99 D98 P99 A98 B99 I99 N98 L99 G97 
24 18 6	HJJJ.SHFF.PSBIAAPUBINDPU..NDLOGGNDLO J97 P99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
24 15 9	..JJJSHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J98 F99 D99 P99 A98 B99 I99 N98 L99 G97 
22 16 6	..JJJSHFF.PSHAA.PUBINDPUBINDLOGGNDLO H97 J98 F99 D97 P99 A98 B99 I99 N98 L99 G97 
23 17 6	..JJJSHFF.PSH.AAPUBINDPUBINDLOGGNDLO H97 J98 F99 D97 P99 A97 B99 I99 N98 L99 G97 
24 18 6	.JJJ.SH.FFPSHIAAPUBINDPUB.NDLOGGNDLO J97 P99 H97 F98 A97 B99 I98 N98 D99 L99 G97 
24 15 9	HJJJ.SHFF.PSAA.DPUBINDPUBINDLOGGN.LO J99 P99 F97 H98 A99 D98 N98 L99 B99 I99 G97 
24 12 12	HJJJPSHFFDPSAANDPU.IND.UBIN.LOB.GGLO J99 F97 H98 A99 D97 N99 L99 I99 G97 
24 12 12	HJJJPSHFFDPSAANDPUBIND.UBIN.LO.GG.LO J99 F97 H98 A99 D97 N99 L99 B99 I99 G98 
24 18 6	.JJJPSHFF.PSHIAAPUBIND.UB.NDLOGGNDLO J97 H97 F97 A97 B99 I98 N98 D99 L99 G97 
24 15 9	JJJ..SH.FFPSHAADPUBINDPUBINDLOGGN.LO J96 H97 F98 P99 A98 B99 I99 N98 L99 G97 
24 12 12	H.JJJSHFF.PSAANDPU.INDPUBINDLOB.GGLO J98 P99 F99 H98 A99 N99 L99 B98 I99 G99 
24 12 12	H.JJJSHFF.PSAANDPUBINDPUBINDLOGG..LO J98 P99 F99 H98 A99 N99 L99 B99 I99 G97 
24 12 12	H.JJJSHFF.PSAANDPUBINDPUBINDLOGG..LO J98 P99 F99 H98 A99 N99 L99 B99 I99 G97 
24 15 9	.JJJPSH.FFPSHAADPUBIND.UBINDLOGGN.LO H97 J99 F98 A98 B99 I99 N98 D98 L99 G97 
24 15 9	HJJJPSH.FFPSBAADPUBIND.U.INDLOGGN.LO J99 F98 H98 A98 D98 N98 L99 B98 I99 G97 
24 15 9	..JJJSHFF.PSHAADPUBINDPUBINDLOGGN.LO H97 J98 F97 P99 A98 B99 I99 N98 L99 G97 
24 15 9	.JJJPSHFF.PSHAADPUBINDLUBINDLOGGN..O H97 J99 F97 A98 B99 I99 N98 D98 G97 
24 15 9	HJJJ.SHFF.PS.AADPUBINDPUBINDLOGGN.LO J97 P99 F97 H98 A98 N98 L99 B99 I99 G97 
24 12 12	HJJJ.SHFFDPSAANDPU.INDPUBIN.LOBGG.LO J99 P99 F97 H98 A99 D97 N99 L99 I99 G98 
24 12 12	HJJJ.SHFF.PSAANDPU.INDPUBINDLOBGG.LO J99 P99 F97 H98 A99 D98 N99 L99 I99 G98 
24 15 9	.JJJPSHFFDPSHAADPUBINDLUBIN.LOGGN..O H97 J99 F97 A98 B99 I99 N98 D97 G97 
24 15 9	H.JJJSH.FFPSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F98 H98 A99 D99 N97 L99 B99 I99 G97 
24 18 6	..JJJSHFF.PSHAA.PUBINDPUBINDLOGGNDLO J96 P99 H97 F97 A98 B99 I99 N98 D99 L99 G97 
24 15 9	JJJ.PSHFF.PSHAADPUBIND.UBINDLOGGN.LO J98 H97 F97 A98 B99 I99 N98 L99 G97 
22 16 6	JJJ.PSHFF.PSHAA.PUBIND.UBINDLOGGNDLO J98 H97 F97 A98 D99 B99 I99 N98 L99 G97 
23 17 6	JJJ.PSHFF.PSHAA.PUBINDLUBINDLOGGND.O J98 H97 F97 A98 D99 B99 I99 N98 L98 G97 
24 15 9	H.JJJSH.FFPSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A99 D98 N98 L99 B99 I99 G97 
24 12 12	H.JJJSHFFDPSAANDPUBINDPUBIN.LO..GGLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G99 
24 18 6	.IJJJSHIFFPSHAA.PUB.NDPUB.NDLOGGNDLO H97 I96 J98 F98 P99 A96 B99 N98 D99 L99 G97 
24 18 6	JJJ.PSHFF.PSHAA.PUBIND.UBINDLOGGNDLO J98 P98 H97 F97 A98 B99 I99 N98 D99 L99 G97 
24 15 9	JJJ.PSH.FFPSHAADPUBINDLUBINDLOGGN..O J98 H97 F98 A98 B99 I99 N98 D98 G97 
25 16 9	H.JJJSHFFDPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 F99 H98 A98 D97 N98 L99 B98 I99 G97 
25 13 12	HJJJPSHFF.PSAANDPUBIND.UBINDLO.GG.LO J99 F97 H98 A99 D96 N99 L99 B99 I99 G98 
25 16 9	JJJDPSHFFDPSHAADPUBIN..UBIN.LOGGN.LO J98 H97 F97 A98 D98 B99 I99 N98 L99 G97 
25 13 12	HJJJPSHFF.PSAANDPUBIND.UBINDLOGG..LO J99 F97 H98 A99 D98 N99 L99 B99 I99 G97 
25 19 6	.JJJ.SHFF.PSHIAAPUBINDPUB.NDLOGGNDLO J97 P99 H97 F97 A97 B99 I98 N98 D99 L99 G97 
25 19 6	..JJJSHFF.PSH.AAPUBINDPUBINDLOGGNDLO H97 J98 F97 P99 A97 B99 I97 N98 D99 L99 G97 
25 16 9	HJJJPSHFFDPS.AADPUBINDLUBIN.LOGGN..O J99 F99 H98 A98 D97 N98 L98 B97 I99 G97 
25 16 9	HJJJ.SHFFDPS.AADPUBINDPUBIN.LOGGN.LO J99 P99 F97 H98 A98 D97 N98 L99 B99 I99 G97 
25 13 12	H.JJJSH.FFPSAANDPUBINDPUBINDLO.GG.LO J98 P99 F98 H98 A99 D98 N99 L99 B99 I99 G98 
25 16 9	JJJ.PSHFF.PSHAADPUBINDLUBINDLOGGN..O J98 H97 F97 A98 D98 B99 I99 N98 G97 
25 16 9	H.JJJSHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J98 P99 F97 H98 A99 D97 N98 L99 B99 I99 G97 
25 16 9	HJJJPSHFF.PS.AADPUBINDLUBINDLOGGN..O H96 J99 F97 A98 B99 I99 N98 D98 G97 
25 16 9	H.JJJSHFF.PSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F97 H98 A99 D99 N97 L99 B99 I99 G97 
25 13 12	H.JJJSH.FFPSAANDPUBINDPUBINDLOGG..LO J98 P99 F98 H98 A99 N97 L99 B99 I99 G97 
25 13 12	HJJJ.SH.FFPSAANDPUBINDPUBINDLOGG..LO J99 P99 F98 H98 A99 D98 N99 L99 B99 I99 G97 
25 13 12	HJJJ.SHFF.PSAANDPUBINDPUBINDLO.GG.LO J99 P99 F97 H98 A99 D98 N99 L99 B99 I99 G98 
25 13 12	HJJJ.SHFF.PSAANDPU.INDPUBINDLOB.GGLO J97 P99 F99 H98 A99 N99 L99 B98 I99 G99 
25 16 9	HJJJ.SHFF.PS.AADPUBINDPUBINDLOGGN.LO J99 P99 F97 H98 A98 D98 N98 L99 B99 I99 G97 
25 16 9	H.JJJSHFF.PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F97 H98 A99 D98 N98 L99 B99 I99 G97 
25 16 9	H.JJJSH.FFPS.AADPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A98 D98 N98 L99 B99 I99 G97 
