3 0 3	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
7 5 2	....BB.CCCUG.AA.UGFF.KUG...K..EEEKTT B96 K97 C99 G99 F99 
7 5 2	....BBCCC.UG..AAUGFF.KUG...K..EEEKTT B96 K97 A99 G99 F99 
7 5 2	BB...G..CCCG.AA.UGFF.KU....KU.EEEKTT K97 C98 U99 G98 F99 
7 5 2	...BBG..CCCG.AA.UG.FFKU....KU.EEEKTT B97 K97 C98 U99 G98 
7 5 2	BB......CCCG.AA.UGFF.KUG...KU.EEEKTT K97 C98 U99 G99 F99 
7 5 2	...BB...CCCG.AA.UG.FFKUG...KU.EEEKTT B97 K97 C98 U99 G99 
7 5 2	BB......CCCGAA..UG.FFKUG...KU.EEEKTT K97 C98 U99 A99 G99 
7 5 2	.BB.....CCCG.AA.UG.FFKUG...KU.EEEKTT B99 K97 C98 U99 G99 
7 5 2	BB.......CCCAA..UGFF.KUG...KUGEEEKTT K97 C97 U99 A99 F99 
7 5 2	BB..U.CCC.UG..AAUGFF.K.G...K..EEEKTT K97 U99 A99 G99 F99 
7 5 2	...BB....CCCAA..UG.FFKUG...KUGEEEKTT B97 K97 C97 U99 A99 
7 5 2	.BB......CCCAA..UG.FFKUG...KUGEEEKTT B99 K97 C97 U99 A99 
7 5 2	..BB.....CCCAA..UG.FFKUG...KUGEEEKTT B98 K97 C97 U99 A99 
7 5 2	..BB.....CCC.AA.UGFF.KUG...KUGEEEKTT B98 K97 C97 U99 F99 
7 5 2	BB.......CCC..AAUGFF.KUG...KUGEEEKTT K97 C97 U99 A99 F99 
7 5 2	.BB..G.CCCUG.AA.UGFF.KU....K..EEEKTT B99 K97 C99 G98 F99 
7 5 2	..BBU..CCCU..AA.UGFF.K.G...K.GEEEKTT B98 K97 C99 U99 F99 
7 5 2	...BB....CCC..AAUG.FFKUG...KUGEEEKTT B97 K97 C97 U99 A99 
7 5 2	.BB......CCC..AAUG.FFKUG...KUGEEEKTT B99 K97 C97 U99 A99 
7 5 2	BB..U..CCCU.AA..UGFF.K.G...K.GEEEKTT K97 C99 U99 A99 F99 
7 5 2	..BBU..CCCU.AA..UG.FFK.G...K.GEEEKTT B98 K97 C99 U99 A99 
7 5 2	.BB.U..CCCU.AA..UG.FFK.G...K.GEEEKTT B99 K97 C99 U99 A99 
7 5 2	.BB..GCCC..G.AA.UGFF.KU....KU.EEEKTT B99 K97 U99 G98 F99 
7 5 2	.BB.U.CCC.UG..AAUG.FFK.G...K..EEEKTT B99 K97 U99 A99 G99 
7 5 2	.BB..G..CCCG.AA.UG.FFKU....KU.EEEKTT B99 K97 C98 U99 G98 
7 5 2	...BB.CCC.UG..AAUGFF.KUG...K..EEEKTT B97 K97 A99 G99 F99 
7 5 2	.BB.U..CCCU...AAUG.FFK.G...K.GEEEKTT B99 K97 C99 U99 A99 
7 5 2	.BB.UGCCC.UG.AA.UGFF.K.....K..EEEKTT B99 K97 U99 G98 F99 
7 5 2	.BB.UG.CCCUG.AA.UG.FFK.....K..EEEKTT B99 K97 C99 U99 G98 
7 5 2	BB..UG.CCCUG.AA.UGFF.K.....K..EEEKTT K97 C99 U99 G98 F99 
7 5 2	.BB.U..CCCUG.AA.UG.FFK.G...K..EEEKTT B99 K97 C99 U99 G99 
7 5 2	BB..U..CCCUG.AA.UGFF.K.G...K..EEEKTT K97 C99 U99 G99 F99 
7 5 2	...BB..CCC..AA..UG.FFKUG...KUGEEEKTT B97 K97 C99 U99 A99 
7 5 2	BB.....CCC..AA..UGFF.KUG...KUGEEEKTT K97 C99 U99 A99 F99 
7 5 2	..BB...CCC..AA..UG.FFKUG...KUGEEEKTT B98 K97 C99 U99 A99 
7 5 2	..BB...CCC...AA.UGFF.KUG...KUGEEEKTT B98 K97 C99 U99 F99 
7 5 2	.BB....CCC..AA..UG.FFKUG...KUGEEEKTT B99 K97 C99 U99 A99 
7 5 2	.BB..GCCC.UGAA..UGFF.KU....K..EEEKTT B99 K97 A99 G98 F99 
7 5 2	BB.....CCC.G.AA.UGFF.KUG...KU.EEEKTT K97 C99 U99 G99 F99 
7 5 2	BB.....CCC.GAA..UG.FFKUG...KU.EEEKTT K97 C99 U99 A99 G99 
7 5 2	..BB...CCCU...AAUGFF.KUG...K.GEEEKTT B98 K97 C99 A99 F99 
7 5 2	...BB..CCC.G.AA.UG.FFKUG...KU.EEEKTT B97 K97 C99 U99 G99 
7 5 2	.BB....CCC.G.AA.UG.FFKUG...KU.EEEKTT B99 K97 C99 U99 G99 
7 5 2	...BBG.CCC.G.AA.UG.FFKU....KU.EEEKTT B97 K97 C99 U99 G98 
7 5 2	BB...G.CCC.G.AA.UGFF.KU....KU.EEEKTT K97 C99 U99 G98 F99 
7 5 2	.BB..G.CCC.G.AA.UG.FFKU....KU.EEEKTT B99 K97 C99 U99 G98 
7 5 2	BB...G.CCC.G..AAUG.FFKU....KU.EEEKTT K97 C99 U99 A99 G98 
7 5 2	...BB..CCC....AAUG.FFKUG...KUGEEEKTT B97 K97 C99 U99 A99 
7 5 2	.BB....CCC....AAUG.FFKUG...KUGEEEKTT B99 K97 C99 U99 A99 
7 5 2	.BB..GCCC..G..AAUG.FFKU....KU.EEEKTT B99 K97 U99 A99 G98 
7 5 2	.BB..G.CCCUG..AAUG.FFKU....K..EEEKTT B99 K97 C99 A99 G98 
7 5 2	..BB....CCC...AAUG.FFKUG...KUGEEEKTT B98 K97 C98 U99 A99 
7 5 2	..BB.....CCC..AAUG.FFKUG...KUGEEEKTT B98 K97 C97 U99 A99 
7 5 2	BB..U..CCCUG..AAUG.FFK.G...K..EEEKTT K97 C99 U99 A99 G99 
7 5 2	..BB...CCC....AAUG.FFKUG...KUGEEEKTT B98 K97 C99 U99 A99 
7 5 2	...BB..CCCUG..AAUG.FFKUG...K..EEEKTT B97 K97 C99 A99 G99 
7 5 2	....BB.CCCUG..AAUG.FFKUG...K..EEEKTT B96 K97 C99 A99 G99 
7 5 2	.BB....CCCUG..AAUG.FFKUG...K..EEEKTT B99 K97 C99 A99 G99 
7 5 2	BB......CCCG..AAUG.FFKUG...KU.EEEKTT K97 C98 U99 A99 G99 
7 5 2	BB.....CCC.G..AAUG.FFKUG...KU.EEEKTT K97 C99 U99 A99 G99 
7 5 2	....BBCCC..G..AAUG.FFKUG...KU.EEEKTT B96 K97 U99 A99 G99 
7 5 2	.BB...CCC..G..AAUG.FFKUG...KU.EEEKTT B99 K97 U99 A99 G99 
7 5 2	...BB.CCC..G..AAUG.FFKUG...KU.EEEKTT B97 K97 U99 A99 G99 
7 5 2	BB..UGCCC.UG..AAUGFF.K.....K..EEEKTT K97 U99 A99 G98 F99 
7 5 2	....BBCCC..GAA..UG.FFKUG...KU.EEEKTT B96 K97 U99 A99 G99 
7 5 2	..BB.G.CCCUG.AA.UGFF.KU....K..EEEKTT B98 K97 C99 G98 F99 
7 5 2	.BB.UGCCC.UG..AAUG.FFK.....K..EEEKTT B99 K97 U99 A99 G98 
7 5 2	BB..UG.CCCUG..AAUG.FFK.....K..EEEKTT K97 C99 U99 A99 G98 
7 5 2	..BBUG.CCCUG.AA.UG.FFK.....K..EEEKTT B98 K97 C99 U99 G98 
7 5 2	..BBUGCCC.UG.AA.UGFF.K.....K..EEEKTT B98 K97 U99 G98 F99 
7 5 2	..BB.G..CCCG.AA.UG.FFKU....KU.EEEKTT B98 K97 C98 U99 G98 
7 5 2	..BB.GCCC..G.AA.UGFF.KU....KU.EEEKTT B98 K97 U99 G98 F99 
7 5 2	..BB.GCCC..G..AAUG.FFKU....KU.EEEKTT B98 K97 U99 A99 G98 
7 5 2	..BB.G.CCC.G.AA.UG.FFKU....KU.EEEKTT B98 K97 C99 U99 G98 
7 5 2	..BB.G.CCCUG..AAUG.FFKU....K..EEEKTT B98 K97 C99 A99 G98 
7 5 2	....BBCCC.UGAA..UGFF.KUG...K..EEEKTT B96 K97 A99 G99 F99 
7 5 2	....BB.CCCU.AA..UGFF.KUG...K.GEEEKTT B96 K97 C99 A99 F99 
7 5 2	....BBCCC.U...AAUGFF.KUG...K.GEEEKTT B96 K97 A97 F99 
7 5 2	....BB.CCCUGAA..UG.FFKUG...K..EEEKTT B96 K97 C99 A99 G99 
7 5 2	..BB.GCCC.UGAA..UGFF.KU....K..EEEKTT B98 K97 A99 G98 F99 
7 5 2	BB...GCCC..GAA..UGFF.KU....KU.EEEKTT K97 U99 A99 G98 F99 
7 5 2	...BBGCCC..GAA..UG.FFKU....KU.EEEKTT B97 K97 U99 A99 G98 
7 5 2	BB...G..CCCGAA..UG.FFKU....KU.EEEKTT K97 C98 U99 A99 G98 
7 5 2	.BB..GCCC..GAA..UG.FFKU....KU.EEEKTT B99 K97 U99 A99 G98 
7 5 2	..BB.GCCC..GAA..UG.FFKU....KU.EEEKTT B98 K97 U99 A99 G98 
7 5 2	....BB.CCC....AAUG.FFKUG...KUGEEEKTT B96 K97 C99 U99 A99 
7 5 2	....BB.CCC.G.AA.UG.FFKUG...KU.EEEKTT B96 K97 C99 U99 G99 
7 5 2	....BB.CCC..AA..UG.FFKUG...KUGEEEKTT B96 K97 C99 U99 A99 
7 5 2	BB..UGCCC.UGAA..UGFF.K.....K..EEEKTT K97 U99 A99 G98 F99 
7 5 2	..BBUGCCC.UGAA..UG.FFK.....K..EEEKTT B98 K97 U99 A99 G98 
7 5 2	.BB.UGCCC.UGAA..UG.FFK.....K..EEEKTT B99 K97 U99 A99 G98 
7 5 2	....BB..CCC...AAUG.FFKUG...KUGEEEKTT B96 K97 C98 U99 A99 
7 5 2	....BB...CCCAA..UG.FFKUG...KUGEEEKTT B96 K97 C97 U99 A99 
7 5 2	....BB...CCC..AAUG.FFKUG...KUGEEEKTT B96 K97 C97 U99 A99 
7 5 2	....BB..CCCG.AA.UG.FFKUG...KU.EEEKTT B96 K97 C98 U99 G99 
7 5 2	..BB...CCCUG.AA.UGFF.KUG...K..EEEKTT B98 K97 C99 G99 F99 
7 5 2	....BB..CCC.AA..UG.FFKUG...KUGEEEKTT B96 K97 C98 U99 A99 
7 5 2	..BBUGCCC.UG..AAUG.FFK.....K..EEEKTT B98 K97 U99 A99 G98 
7 5 2	.BB....CCCUG.AA.UG.FFKUG...K..EEEKTT B97 C99 G99 K97 
7 5 2	..BBU..CCCUG.AA.UG.FFK.G...K..EEEKTT B98 K97 C99 U99 G99 
7 5 2	..BBU..CCCU...AAUG.FFK.G...K.GEEEKTT B98 K97 C99 U99 A99 
7 5 2	..BBU.CCC.UG.AA.UGFF.K.G...K..EEEKTT B98 K97 U99 G99 F99 
7 5 2	..BB..CCC..G.AA.UGFF.KUG...KU.EEEKTT B98 K97 U99 G99 F99 
7 5 2	..BB....CCCG.AA.UG.FFKUG...KU.EEEKTT B98 K97 C98 U99 G99 
7 5 2	..BB...CCC.G.AA.UG.FFKUG...KU.EEEKTT B98 K97 C99 U99 G99 
7 5 2	....BBCCC..G.AA.UGFF.KUG...KU.EEEKTT B96 K97 U99 G99 F99 
7 5 2	....BBCCC.....AAUGFF.KUG...KUGEEEKTT B96 K97 U99 A99 F99 
7 5 2	....BB...CCC.AA.UGFF.KUG...KUGEEEKTT B96 K97 C97 U99 F99 
7 5 2	....BBCCC...AA..UGFF.KUG...KUGEEEKTT B96 K97 U99 A99 F99 
7 5 2	....BB..CCC..AA.UGFF.KUG...KUGEEEKTT B96 K97 C98 U99 F99 
7 5 2	....BB.CCC...AA.UGFF.KUG...KUGEEEKTT B96 K97 C99 U99 F99 
7 5 2	..BB..CCC..G..AAUG.FFKUG...KU.EEEKTT B98 K97 U99 A99 G99 
7 5 2	..BBU.CCC.UG..AAUG.FFK.G...K..EEEKTT B98 K97 U99 A99 G99 
7 5 2	..BB...CCCUG..AAUG.FFKUG...K..EEEKTT B98 K97 C99 A99 G99 
7 5 2	..BB...CCCUGAA..UG.FFKUG...K..EEEKTT B98 K97 C99 A99 G99 
7 5 2	..BB..CCC..GAA..UG.FFKUG...KU.EEEKTT B98 K97 U99 A99 G99 
7 5 2	..BB..CCC.UGAA..UGFF.KUG...K..EEEKTT B98 K97 A99 G99 F99 
7 5 2	BB..U.CCC.UGAA..UGFF.K.G...K..EEEKTT K97 U99 A99 G99 F99 
7 5 2	BB..U..CCCUGAA..UG.FFK.G...K..EEEKTT K97 C99 U99 A99 G99 
7 5 2	..BBU.CCC.UGAA..UG.FFK.G...K..EEEKTT B98 K97 U99 A99 G99 
7 5 2	BB...G.CCCUGAA..UGFF.KU....K..EEEKTT K97 C99 A99 G98 F99 
7 5 2	.BB.U.CCC.UGAA..UG.FFK.G...K..EEEKTT B99 K97 U99 A99 G99 
7 5 2	BB..UG.CCCUGAA..UG.FFK.....K..EEEKTT K97 C99 U99 A99 G98 
7 5 2	BB...G.CCC.GAA..UG.FFKU....KU.EEEKTT K97 C99 U99 A99 G98 
7 5 2	..BB.G.CCCUGAA..UG.FFKU....K..EEEKTT B98 K97 C99 A99 G98 
7 5 2	...BBG.CCCUGAA..UG.FFKU....K..EEEKTT B97 K97 C99 A99 G98 
7 5 2	.BB..G.CCCUGAA..UG.FFKU....K..EEEKTT B99 K97 C99 A99 G98 
7 4 3	BB..U.CCC.UG.AAKUG.FFK.G...K..EEE.TT K96 U99 G99 
7 4 3	BB.....CCCU.AA.KUG.FFKUG...K.GEEE.TT K96 C99 A99 
7 4 3	BB.K..CCCK..AA.KUG.FF.UG....UGEEE.TT K94 U99 A99 
7 4 3	..BB..CCCKU.AA.KUG.FFKUG.....GEEE.TT B98 K95 A99 
7 4 3	....BBCCCK...AAKUG.FFKUG....UGEEE.TT B96 K95 U99 
7 4 3	....BBCCC....AAKUG.FFKUG...KUGEEE.TT B96 K96 U99 
7 4 3	BB..UGCCCKUG.AAKUG.FFK........EEE.TT K95 U99 G98 
7 4 3	...BB.CCC.UGAA.KUG.FFKUG...K..EEE.TT B97 K98 A99 G99 
7 4 3	BB...GCCCK.G.AAKUG.FFKU.....U.EEE.TT K95 U99 G98 
7 4 3	....BB.CCCU..AAKUG.FFKUG...K.GEEE.TT B96 K96 C99 
7 4 3	.BB...CCC.U..AAKUG.FFKUG...K.GEEETT. B99 K96 T99 
7 5 2	.BB...CCC.U..AAKU..FFKUG...K.GEEETTG B99 K96 G99 T99 
7 4 3	BB...GCCC..G.AAKUG.FFKU....KU.EEE.TT K96 U99 G98 
7 4 3	..BB.GCCC.UG.AAKUG.FFKU....K..EEE.TT B98 K96 G98 
7 4 3	.BBK..CCCKUG.AAKUG.FF.UG......EEE.TT B99 K94 G99 
7 4 3	...KBBCCCKUG.AAKUG.FF.UG......EEE.TT B96 K94 G99 
7 4 3	...BB.CCC...AA.KUG.FFKUG...KUGEEE.TT B97 K98 U99 A99 
7 4 3	...KBBCCCKU.AA.KUG.FF.UG.....GEEE.TT B96 K94 A99 
7 4 3	...KBBCCCK...AAKUG.FF.UG....UGEEE.TT B96 K94 U99 
7 4 3	.BB...CCCK...AAKUG.FFKUG....UGEEE.TT B99 K95 U99 
7 4 3	BB.....CCCU..AAKUGFF.KUG...K.GEEE.TT K96 C99 F99 
7 4 3	...BB.CCC.UG.AAKUG.FFKUG...K..EEE.TT B97 K96 G99 
7 4 3	....BBCCCKUG.AAKUG.FFKUG......EEE.TT B96 K95 G99 
7 4 3	.BBK..CCCKU.AA.KUG.FF.UG.....GEEE.TT B99 K94 A99 
7 4 3	....BBCCC.UG.AAKUG.FFKUG...K..EEE.TT B96 K96 G99 
7 4 3	BB.K.GCCCKUG.AAKUGFF..U.......EEE.TT K94 G98 F99 
7 4 3	...BB.CCC....AAKUG.FFKUG...KUGEEE.TT B97 K96 U99 
7 4 3	BB.K..CCCKUG.AAKUGFF..UG......EEE.TT K94 G99 F99 
7 4 3	...BB.CCC.U.AA.KUG.FFKUG...K.GEEE.TT B97 K96 A99 
7 4 3	...BB.CCC.U.AA.KUG.FFKUG...K.GEEETT. B97 K98 A99 T99 
7 5 2	...BB.CCC.U.AA.KU..FFKUG...K.GEEETTG B97 K98 A99 G99 T99 
7 4 3	BB.K..CCCKU.AA.KUGFF..UG.....GEEE.TT K94 A99 F99 
7 4 3	BB....CCCK..AA.KUG.FFKUG....UGEEE.TT K95 U99 A99 
7 4 3	...BBGCCC.UG.AAKUG.FFKU....K..EEE.TT B97 K96 G98 
7 4 3	...BBGCCC.UGAA.KUG.FFKU....K..EEE.TT B97 K98 A99 G98 
7 4 3	BB.KU.CCCKU..AAKUGFF...G.....GEEE.TT K94 U99 F99 
7 4 3	...BB.CCC.U..AAKUGFF.KUG...K.GEEE.TT B97 K96 F99 
7 4 3	....BBCCCKU..AAKUGFF.KUG.....GEEE.TT B96 K95 F99 
7 4 3	BB.K..CCCK...AAKUGFF..UG....UGEEE.TT K94 U99 F99 
7 4 3	....BBCCC.U..AAKUGFF.KUG...K.GEEE.TT B96 K96 F99 
7 4 3	.BBK..CCCK...AAKUG.FF.UG....UGEEE.TT B99 K94 U99 
7 4 3	....BBCCC.U..AAKUG.FFKUG...K.GEEETT. B96 K96 T99 
7 5 2	....BBCCC.U..AAKU..FFKUG...K.GEEETTG B96 K96 G99 T99 
7 4 3	...KBBCCCKU..AAKUG.FF.UG.....G.EEETT B96 K94 E99 
7 4 3	..BB...CCCU..AAKUG.FFKUG...K.GEEETT. B98 K98 C99 T99 
7 5 2	..BB...CCCU..AAKU..FFKUG...K.GEEETTG B98 K98 C99 G99 T99 
7 4 3	.BB...CCC....AAKUG.FFKUG...KUGEEE.TT B99 K96 U99 
7 4 3	BB..U.CCC.U..AAKUG.FFK.G...K.GEEETT. K96 U99 T99 
7 5 2	BB..U.CCC.U..AAKU..FFK.G...K.GEEETTG K96 U99 G99 T99 
7 4 3	BB....CCCK...AAKUGFF.KUG....UGEEE.TT K95 U99 F99 
7 4 3	...BB.CCC.U..AAKUG.FFKUG...K.GEEETT. B97 K96 T99 
7 5 2	...BB.CCC.U..AAKU..FFKUG...K.GEEETTG B97 K96 G99 T99 
7 4 3	.BB....CCCU..AAKUG.FFKUG...K.GEEE.TT B99 K96 C99 
7 4 3	..BB...CCCU..AAKUG.FFKUG...K.GEEE.TT B98 K96 C99 
7 4 3	..BBU..CCCU..AAKUG.FFK.G...K.GEEE.TT B98 K98 C99 U99 
7 4 3	...BB.CCCK...AAKUG.FFKUG....UGEEE.TT B97 K95 U99 
7 4 3	...BBGCCCKUG.AAKUG.FFKU.......EEE.TT B97 K95 G98 
7 4 3	...KBBCCCKU..AAKUG.FF.UG.....GEEETT. B96 K94 T99 
7 5 2	...KBBCCCKU..AAKU..FF.UG.....GEEETTG B96 K94 G99 T99 
7 4 3	.BB.U.CCC.U..AAKUG.FFK.G...K.GEEE.TT B99 K96 U99 
7 4 3	...BB.CCCKUG.AAKUG.FFKUG......EEE.TT B97 K95 G99 
7 4 3	...BB.CCCKU.AA.KUG.FFKUG.....GEEE.TT B97 K95 A99 
7 4 3	....BBCCCKU.AA.KUG.FFKUG.....GEEE.TT B96 K95 A99 
7 4 3	.BBKU.CCCKU..AAKUG.FF..G.....GEEE.TT B99 K94 U99 
7 4 3	BB......CCC..AAKUG.FFKUG...KUGEEE.TT K96 C98 U99 
7 4 3	BB....CCC....AAKUG.FFKUG...KUGEEETT. K96 U99 T99 
7 5 2	BB....CCC....AAKU..FFKUG...KUGEEETTG K96 U99 G99 T99 
7 4 3	BB....CCC.U.AA.KUGFF.KUG...K.GEEE.TT K96 A99 F99 
7 4 3	BB..U..CCCU..AAKUG.FFK.G...K.GEEE.TT K96 C99 U99 
7 4 3	...BB..CCCU..AAKUG.FFKUG...K.GEEE.TT B97 K96 C99 
7 4 3	BB....CCCKU..AAKUGFF.KUG.....GEEETT. K95 F99 T99 
7 5 2	BB....CCCKU..AAKU.FF.KUG.....GEEETTG K95 G99 F99 T99 
7 4 3	BB.......CCC.AAKUG.FFKUG...KUGEEE.TT K96 C97 U99 
7 4 3	..BB.GCCCKUG.AAKUG.FFKU.......EEE.TT B98 K95 G98 
7 4 3	..BB...CCCU.AA.KUG.FFKUG...K.GEEE.TT B98 K98 C99 A99 
7 4 3	..BB..CCC.UG.AAKUG.FFKUG...K..EEE.TT B98 K96 G99 
7 4 3	BB.KU.CCCKU.AA.KUG.FF..G.....GEEE.TT K94 U99 A99 
7 4 3	....BBCCC.U.AA.KUG.FFKUG...K.GEEE.TT B96 K96 A99 
7 4 3	..BB..CCCKU..AAKUGFF.KUG.....GEEE.TT B98 K95 F99 
7 4 3	BB....CCCKUG.AAKUGFF.KUG......EEE.TT K95 G99 F99 
7 4 3	BB....CCC.UG.AAKUGFF.KUG...K..EEE.TT K96 G99 F99 
7 4 3	BB.KUGCCCKUG.AAKUG.FF.........EEE.TT K94 U99 G98 
7 4 3	..BB..CCC.UGAA.KUG.FFKUG...K..EEE.TT B98 K98 A99 G99 
7 4 3	BB...G.CCCUG.AAKUG.FFKU....K..EEE.TT K96 C99 G98 
7 4 3	..BB..CCCKUG.AAKUG.FFKUG......EEE.TT B98 K95 G99 
7 4 3	BB...GCCCKUG.AAKUGFF.KU.......EEE.TT K95 G98 F99 
7 4 3	BB...GCCC.UG.AAKUGFF.KU....K..EEE.TT K96 G98 F99 
7 4 3	BB.K..CCCKUGAA.KUG.FF.UG......EEE.TT K94 A99 G99 
7 4 3	..BB...CCC...AAKUG.FFKUG...KUGEEE.TT B98 K98 C99 U99 
7 4 3	BB....CCC.UG.AAKUG.FFKUG...K..EEETT. K96 G99 T99 
7 5 2	BB....CCC.U..AAKU..FFKUG...K.GEEETTG K96 G97 T99 
7 4 3	BB.KU.CCCKUG.AAKUG.FF..G......EEE.TT K94 U99 G99 
7 4 3	BB...GCCCKUG.AAKUG.FFKU.......EEETT. K95 G98 T99 
7 5 2	BB....CCCKU..AAKU..FFKUG.....GEEETTG K95 G95 T99 
7 4 3	BB....CCC.U.AA.KUG.FFKUG...K.GEEETT. K96 A99 T99 
7 5 2	BB....CCC.U.AA.KU..FFKUG...K.GEEETTG K96 A99 G99 T99 
7 4 3	....BBCCC.U..AAKUG.FFKUG...K.G.EEETT B96 K96 E99 
7 4 3	BB..U.CCCKU.AA.KUG.FFK.G.....GEEE.TT K95 U99 A99 
7 4 3	....BBCCCKU..AAKUG.FFKUG.....GEEE.TT B96 K95 
7 4 3	.BB...CCC.U..AAKUG.FFKUG...K.G.EEETT B99 K96 E99 
7 4 3	BB.K.GCCCKUGAA.KUG.FF.U.......EEE.TT K94 A99 G98 
7 4 3	BB..U.CCC.U.AA.KUG.FFK.G...K.GEEE.TT K96 U99 A99 
7 4 3	BB.K..CCCK.G.AAKUG.FF.UG....U.EEE.TT K94 U99 G99 
7 4 3	..BB.GCCC.UG.AAKUG.FFKU....K..EEETT. B98 K98 G98 T99 
7 5 2	..BB..CCC.U..AAKU..FFKUG...K.GEEETTG B98 K98 G95 T99 
7 4 3	..BB...CCCU..AAKUG.FFKUG...K.G.EEETT B98 K98 C99 E99 
7 4 3	..BB...CCCU..AAKUGFF.KUG...K.GEEE.TT B98 K98 C99 F99 
7 4 3	BB....CCC.UGAA.KUG.FFKUG...K..EEE.TT K96 A99 G99 
7 4 3	BB.K..CCCKU.AA.KUG.FF.UG.....GEEE.TT K94 A99 
7 4 3	BB....CCCKU.AA.KUG.FFKUG.....GEEE.TT K95 A99 
7 4 3	..BB..CCCK...AAKUG.FFKUG....UGEEE.TT B98 K95 U99 
7 4 3	BB..U.CCCKU..AAKUG.FFK.G.....G.EEETT K95 U99 E99 
7 4 3	BB...GCCCKUG.AAKUG.FFKU........EEETT K95 G98 E99 
7 4 3	.BB...CCCKUG.AAKUG.FFKUG......EEE.TT B99 K95 G99 
7 4 3	BB...GCCCKUGAA.KUG.FFKU.......EEE.TT K95 A99 G98 
7 4 3	BB....CCC.UG.AAKUG.FFKUG...K...EEETT K96 G99 E99 
7 4 3	BB.K.GCCCKUG.AAKUG.FF.U.......EEE.TT K94 G98 
7 4 3	BB...GCCC.UGAA.KUG.FFKU....K..EEE.TT K96 A99 G98 
7 4 3	BB.K..CCCKUG.AAKUG.FF.UG......EEE.TT K94 G99 
7 4 3	BB....CCCKUG.AAKUG.FFKUG......EEE.TT K95 G99 
7 4 3	..BBU.CCC.U..AAKUG.FFK.G...K.GEEE.TT B98 K96 U99 
7 4 3	..BBU.CCCKU..AAKUG.FFK.G.....GEEE.TT B98 K95 U99 
7 4 3	BB...GCCC.UG.AAKUG.FFKU....K..EEE.TT K96 G98 
7 4 3	..BB..CCC.U.AA.KUG.FFKUG...K.G.EEETT B98 K98 A99 E99 
7 4 3	.BB...CCC.UG.AAKUG.FFKUG...K..EEE.TT B99 K96 G99 
7 4 3	..BB..CCC.U.AA.KUGFF.KUG...K.GEEE.TT B98 K98 A99 F99 
7 4 3	..BBU.CCC.U..AAKUG.FFK.G...K.GEEETT. B98 K98 U99 T99 
7 5 2	..BBU.CCC.U..AAKU..FFK.G...K.GEEETTG B98 K98 U99 G99 T99 
7 4 3	BB....CCCKU..AAKUGFF.KUG.....G.EEETT K95 F99 E99 
7 4 3	..BB..CCC.U.AA.KUG.FFKUG...K.GEEE.TT B98 K96 A99 
7 4 3	BB..U.CCC.U..AAKUG.FFK.G...K.G.EEETT K96 U99 E99 
7 4 3	..BBU.CCC.U..AAKUG.FFK.G...K.G.EEETT B98 K98 U99 E99 
7 4 3	..BBU.CCC.U..AAKUGFF.K.G...K.GEEE.TT B98 K98 U99 F99 
7 4 3	BB....CCC.U..AAKUGFF.KUG...K.G.EEETT K96 F99 E99 
7 4 3	..BB..CCCKU..AAKUG.FFKUG.....GEEE.TT B98 K95 
7 4 3	.BBK..CCCKU..AAKUG.FF.UG.....GEEE.TT B99 K94 
7 4 3	..BB.GCCC..G.AAKUG.FFKU....KU.EEE.TT B98 K98 U99 G98 
7 4 3	...BB.CCC.U.AA.KUG.FFKUG...K.G.EEETT B97 K98 A99 E99 
7 4 3	BB.K..CCCKU..AAKUGFF..UG.....GEEE.TT K94 F99 
7 4 3	...BB..CCCU.AA.KUG.FFKUG...K.GEEE.TT B97 K98 C99 A99 
8 6 2	..BBU.CCC.U.AA.KU..FFK.G...K.GEEETTG B98 K98 U99 A99 G99 T99 
8 6 2	..BBU.CCCKU..AAKU..FFK.G.....GEEETTG B98 K97 U99 G99 T99 
8 6 2	..BBU.CCC.U..AAKU.FF.K.G...K.GEEETTG B98 K98 U99 G99 F99 T99 
8 6 2	.BB.U.CCC.UG..AAUGFF.K.G...K..EEEKTT B99 K97 U99 A99 G99 F99 
8 6 2	.BB.UGCCC.UG..AAUGFF.K.....K..EEEKTT B99 K97 U99 A99 G98 F99 
8 6 2	BB......CCCG..AAUGFF.KUG...KU.EEEKTT K97 C98 U99 A99 G99 F99 
8 6 2	...BB..CCC.GAA..UG.FFKUG...KU.EEEKTT B97 K97 C99 U99 A99 G99 
8 6 2	..BB..CCC.U..AAKU.FF.KUG...K.GEEETTG B98 K98 G95 F99 T99 
8 6 2	BB..U..CCCUG..AAUGFF.K.G...K..EEEKTT K97 C99 U99 A99 G99 F99 
8 6 2	...BB..CCC....AAUGFF.KUG...KUGEEEKTT B97 K97 C99 U99 A99 F99 
8 6 2	...BBG..CCCG..AAUG.FFKU....KU.EEEKTT B97 K97 C98 U99 A99 G98 
8 6 2	BB....CCC.U.AA.KU.FF.KUG...K.GEEETTG K96 A99 G99 F99 T99 
8 6 2	...BB....CCC..AAUGFF.KUG...KUGEEEKTT B97 K97 C97 U99 A99 F99 
8 6 2	BB.....CCCU.AA.KU..FFKUG...K.GEEETTG K96 C99 A99 G99 T99 
8 6 2	BB.K..CCCKU.AA.KU..FF.UG.....GEEETTG K94 A99 G99 T99 
8 6 2	.BB......CCC..AAUGFF.KUG...KUGEEEKTT B99 K97 C97 U99 A99 F99 
