0 0 0	JJJ.PSFF..PSHAADPUH.NDLUBINDLOBINGGO 
12 12 0	HJJJ.SHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
12 12 0	H.JJJSHFFDPSAANDPUBINDPUBIN.LOGG..LO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
12 12 0	H.JJJSHFF.PSAAN.PUBINDPUBINDLO.GGDLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
12 12 0	JJJ.PSHFF.PSHAADPUBINDLUBINDLOGGN..O J98 H97 F99 A98 B99 I99 N98 G97 
12 12 0	.JJJPSHFF.PSHAA.PUBINDLUBINDLOGGND.O H97 J99 F99 A98 D99 B99 I99 N98 G97 
12 12 0	.JJJPSHFF.PSHAADPUBIND.UBINDLOGGN.LO H97 J99 F99 A98 B99 I99 N98 L99 G97 
12 12 0	HJJJPSHFF.PSBAA.PUBINDLU.INDLOGGND.O J99 F99 H98 A98 D99 N98 B98 I99 G97 
12 12 0	HJJJPSHFF.PS.AA.PUBIND.UBINDLOGGNDLO J99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
12 12 0	HJJJPSHFF.PSBAADPUBIND.U.INDLOGGN.LO J99 F99 H98 A98 N98 L99 B98 I99 G97 
12 12 0	HJJJ.SHFF.PS.AADPUBINDPUBINDLOGGN.LO J99 P99 F99 H98 A98 N98 L99 B99 I99 G97 
12 12 0	.JJJPSHFF.PSH.AAPUBINDLUBINDLOGGND.O H97 J99 F99 A97 B99 I99 N98 D99 G97 
12 12 0	HJJJPSHFF.PSB.AAPUBINDLU.INDLOGGND.O J99 F99 H98 A97 D99 N98 B98 I99 G97 
12 12 0	HJJJPSHFF.PS.IAAPUBINDLUB.NDLOGGND.O J99 F99 H98 A97 D99 N98 B99 I98 G97 
12 12 0	HJJJPSHFF.PS..AAPUBIND.UBINDLOGGNDLO J99 F99 H98 A97 D99 N98 L99 B99 I99 G97 
12 12 0	HJJJ.SHFF.PSAA..PUBINDPUBINDLOGGNDLO J99 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
12 12 0	H.JJJSHFF.PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F99 H98 A99 N98 L99 B99 I99 G97 
12 12 0	H.JJJSHFF.PSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
12 12 0	H.JJJSH.FFPSAAN.PUBINDPUBINDLO.GGDLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G98 
12 12 0	JJJ.PSH.FFPSHAADPUBINDLUBINDLOGGN..O J98 H97 F98 A98 B99 I99 N98 G97 
12 12 0	.JJJPSH.FFPSHAA.PUBINDLUBINDLOGGND.O H97 J99 F98 A98 D99 B99 I99 N98 G97 
12 12 0	.JJJPSH.FFPSHAADPUBIND.UBINDLOGGN.LO H97 J99 F98 A98 B99 I99 N98 L99 G97 
12 12 0	HJJJPSH.FFPSBAA.PUBINDLU.INDLOGGND.O J99 F98 H98 A98 D99 N98 B98 I99 G97 
12 12 0	HJJJPSH.FFPS.AA.PUBIND.UBINDLOGGNDLO J99 F98 H98 A98 D99 N98 L99 B99 I99 G97 
12 12 0	HJJJPSH.FFPSBAADPUBIND.U.INDLOGGN.LO J99 F98 H98 A98 N98 L99 B98 I99 G97 
12 12 0	HJJJ.SH.FFPS.AADPUBINDPUBINDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B99 I99 G97 
12 12 0	.JJJPSH.FFPSH.AAPUBINDLUBINDLOGGND.O H97 J99 F98 A97 B99 I99 N98 D99 G97 
12 12 0	HJJJPSH.FFPSB.AAPUBINDLU.INDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I99 G97 
12 12 0	HJJJPSH.FFPS.IAAPUBINDLUB.NDLOGGND.O J99 F98 H98 A97 D99 N98 B99 I98 G97 
12 12 0	HJJJPSHIFFPS.IAAPUB.NDLUB.NDLOGGND.O J99 F98 H98 A97 D99 N98 B99 I97 G97 
12 12 0	HJJJPSH.FFPS..AAPUBIND.UBINDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B99 I99 G97 
12 12 0	HJJJ.SH.FFPSAA..PUBINDPUBINDLOGGNDLO J99 P99 F98 H98 A99 D99 N98 L99 B99 I99 G97 
12 12 0	H.JJJSH.FFPSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A99 N98 L99 B99 I99 G97 
12 12 0	H.JJJSH.FFPSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G97 
13 13 0	JJJ.PSHFFDPSHAADPUBINDLUBIN.LOGGN..O J98 H97 F99 D99 A98 B99 I99 N98 G97 
13 13 0	.JJJPSHFFDPSHAADPUBIND.UBIN.LOGGN.LO H97 J99 F99 D99 A98 B99 I99 N98 L99 G97 
13 13 0	HJJJPSHFFDPSBAADPUBIND.U.IN.LOGGN.LO J99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
13 13 0	HJJJ.SHFFDPS.AADPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
13 13 0	H.JJJSHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
13 13 0	JJJ.PSHFF.PSHAA.PUBINDLUBINDLOGGND.O J98 H97 F99 A98 D99 B99 I99 N98 G97 
13 13 0	JJJDPSHFFDPSHAADPUBIN.LUBIN.LOGGN..O J98 H97 F99 A98 D98 B99 I99 N98 G97 
13 13 0	JJJ.PSHFF.PSHAADPUBIND.UBINDLOGGN.LO J98 H97 F99 A98 B99 I99 N98 L99 G97 
13 13 0	.JJJPSHFF.PSHAA.PUBIND.UBINDLOGGNDLO H97 J99 F99 A98 D99 B99 I99 N98 L99 G97 
13 13 0	.JJJ.SHFF.PSHAADPUBINDPUBINDLOGGN.LO H97 J99 P99 F99 A98 B99 I99 N98 L99 G97 
13 13 0	HJJJPSHFF.PSBAA.PUBIND.U.INDLOGGNDLO J99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
13 13 0	HJJJ.SHFF.PS.AA.PUBINDPUBINDLOGGNDLO J99 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
13 13 0	HJJJ.SHFF.PSBAADPUBINDPU.INDLOGGN.LO J99 P99 F99 H98 A98 N98 L99 B98 I99 G97 
13 13 0	H.JJJSHFF.PS.AADPUBINDPUBINDLOGGN.LO J98 P99 F99 H98 A98 N98 L99 B99 I99 G97 
13 13 0	JJJ.PSHFF.PSH.AAPUBINDLUBINDLOGGND.O J98 H97 F99 A97 B99 I99 N98 D99 G97 
13 13 0	.JJJPSHFF.PSHIAAPUBINDLUB.NDLOGGND.O H97 J99 F99 A97 B99 I98 N98 D99 G97 
13 13 0	.JJJPSHFF.PSH.AAPUBIND.UBINDLOGGNDLO H97 J99 F99 A97 B99 I99 N98 D99 L99 G97 
13 13 0	HJJJPSHFF.PSBIAAPUBINDLU..NDLOGGND.O J99 F99 H98 A97 D99 N98 B98 I98 G97 
13 13 0	HJJJPSHFF.PSB.AAPUBIND.U.INDLOGGNDLO J99 F99 H98 A97 D99 N98 L99 B98 I99 G97 
13 13 0	HJJJPSHFF.PS.IAAPUBIND.UB.NDLOGGNDLO J99 F99 H98 A97 D99 N98 L99 B99 I98 G97 
13 13 0	HJJJ.SHFF.PS..AAPUBINDPUBINDLOGGNDLO J99 P99 F99 H98 A97 D99 N98 L99 B99 I99 G97 
13 13 0	H.JJJSHFF.PSAA..PUBINDPUBINDLOGGNDLO J98 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
13 13 0	JJJ.PSH.FFPSHAA.PUBINDLUBINDLOGGND.O J98 H97 F98 A98 D99 B99 I99 N98 G97 
13 13 0	JJJ.PSH.FFPSHAADPUBIND.UBINDLOGGN.LO J98 H97 F98 A98 B99 I99 N98 L99 G97 
13 13 0	.JJJPSH.FFPSHAA.PUBIND.UBINDLOGGNDLO H97 J99 F98 A98 D99 B99 I99 N98 L99 G97 
13 13 0	.JJJ.SH.FFPSHAADPUBINDPUBINDLOGGN.LO H97 J99 P99 F98 A98 B99 I99 N98 L99 G97 
13 13 0	HJJJPSH.FFPSBAA.PUBIND.U.INDLOGGNDLO J99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
13 13 0	HJJJ.SH.FFPS.AA.PUBINDPUBINDLOGGNDLO J99 P99 F98 H98 A98 D99 N98 L99 B99 I99 G97 
13 13 0	HJJJ.SH.FFPSBAADPUBINDPU.INDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B98 I99 G97 
13 13 0	H.JJJSH.FFPS.AADPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A98 N98 L99 B99 I99 G97 
13 13 0	JJJ.PSH.FFPSH.AAPUBINDLUBINDLOGGND.O J98 H97 F98 A97 B99 I99 N98 D99 G97 
13 13 0	.JJJPSH.FFPSHIAAPUBINDLUB.NDLOGGND.O H97 J99 F98 A97 B99 I98 N98 D99 G97 
13 13 0	.JJJPSHIFFPSHIAAPUB.NDLUB.NDLOGGND.O H97 J99 F98 A97 B99 I97 N98 D99 G97 
13 13 0	.JJJPSH.FFPSH.AAPUBIND.UBINDLOGGNDLO H97 J99 F98 A97 B99 I99 N98 D99 L99 G97 
13 13 0	HJJJPSH.FFPSBIAAPUBINDLU..NDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I98 G97 
13 13 0	HJJJPSHIFFPSBIAAPUB.NDLU..NDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I97 G97 
13 13 0	HJJJPSH.FFPSB.AAPUBIND.U.INDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
13 13 0	HJJJPSH.FFPS.IAAPUBIND.UB.NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
13 13 0	HJJJPSHIFFPS.IAAPUB.ND.UB.NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
13 13 0	HJJJ.SH.FFPS..AAPUBINDPUBINDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I99 G97 
13 13 0	H.JJJSH.FFPSAA..PUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A99 D99 N98 L99 B99 I99 G97 
14 14 0	JJJ.PSHFFDPSHAADPUBIND.UBIN.LOGGN.LO J98 H97 F99 D99 A98 B99 I99 N98 L99 G97 
14 14 0	.JJJ.SHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J99 P99 F99 D99 A98 B99 I99 N98 L99 G97 
14 14 0	HJJJ.SHFFDPSBAADPUBINDPU.IN.LOGGN.LO J99 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
14 14 0	H.JJJSHFFDPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
14 14 0	JJJ.PSHFF.PSHAA.PUBIND.UBINDLOGGNDLO J98 H97 F99 A98 D99 B99 I99 N98 L99 G97 
14 14 0	JJJDPSHFFDPSHAADPUBIN..UBIN.LOGGN.LO J98 H97 F99 A98 D98 B99 I99 N98 L99 G97 
14 14 0	JJJ..SHFF.PSHAADPUBINDPUBINDLOGGN.LO J98 P99 H97 F99 A98 B99 I99 N98 L99 G97 
14 14 0	.JJJ.SHFF.PSHAA.PUBINDPUBINDLOGGNDLO H97 J99 P99 F99 A98 D99 B99 I99 N98 L99 G97 
14 14 0	..JJJSHFF.PSHAADPUBINDPUBINDLOGGN.LO H97 J98 P99 F99 A98 B99 I99 N98 L99 G97 
14 14 0	HJJJ.SHFF.PSBAA.PUBINDPU.INDLOGGNDLO J99 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
14 14 0	H.JJJSHFF.PS.AA.PUBINDPUBINDLOGGNDLO J98 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
14 14 0	H.JJJSHFF.PSBAADPUBINDPU.INDLOGGN.LO J98 P99 F99 H98 A98 N98 L99 B98 I99 G97 
14 14 0	JJJ.PSHFF.PSHIAAPUBINDLUB.NDLOGGND.O J98 H97 F99 A97 B99 I98 N98 D99 G97 
14 14 0	JJJ.PSHFF.PSH.AAPUBIND.UBINDLOGGNDLO J98 H97 F99 A97 B99 I99 N98 D99 L99 G97 
14 14 0	.JJJPSHFF.PSHIAAPUBIND.UB.NDLOGGNDLO H97 J99 F99 A97 B99 I98 N98 D99 L99 G97 
14 14 0	.JJJ.SHFF.PSH.AAPUBINDPUBINDLOGGNDLO H97 J99 P99 F99 A97 B99 I99 N98 D99 L99 G97 
14 14 0	HJJJPSHFF.PSBIAAPUBIND.U..NDLOGGNDLO J99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
14 14 0	HJJJ.SHFF.PSB.AAPUBINDPU.INDLOGGNDLO J99 P99 F99 H98 A97 D99 N98 L99 B98 I99 G97 
14 14 0	HJJJ.SHFF.PS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 F99 H98 A97 D99 N98 L99 B99 I98 G97 
14 14 0	H.JJJSHFF.PS..AAPUBINDPUBINDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B99 I99 G97 
14 14 0	JJJ.PSH.FFPSHAA.PUBIND.UBINDLOGGNDLO J98 H97 F98 A98 D99 B99 I99 N98 L99 G97 
14 14 0	JJJ..SH.FFPSHAADPUBINDPUBINDLOGGN.LO J98 P99 H97 F98 A98 B99 I99 N98 L99 G97 
14 14 0	.JJJ.SH.FFPSHAA.PUBINDPUBINDLOGGNDLO H97 J99 P99 F98 A98 D99 B99 I99 N98 L99 G97 
14 14 0	..JJJSH.FFPSHAADPUBINDPUBINDLOGGN.LO H97 J98 P99 F98 A98 B99 I99 N98 L99 G97 
14 14 0	HJJJ.SH.FFPSBAA.PUBINDPU.INDLOGGNDLO J99 P99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
14 14 0	H.JJJSH.FFPS.AA.PUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A98 D99 N98 L99 B99 I99 G97 
14 14 0	H.JJJSH.FFPSBAADPUBINDPU.INDLOGGN.LO J98 P99 F98 H98 A98 N98 L99 B98 I99 G97 
14 14 0	JJJ.PSH.FFPSHIAAPUBINDLUB.NDLOGGND.O J98 H97 F98 A97 B99 I98 N98 D99 G97 
14 14 0	JJJ.PSHIFFPSHIAAPUB.NDLUB.NDLOGGND.O J98 H97 F98 A97 B99 I97 N98 D99 G97 
14 14 0	JJJ.PSH.FFPSH.AAPUBIND.UBINDLOGGNDLO J98 H97 F98 A97 B99 I99 N98 D99 L99 G97 
14 14 0	.JJJPSH.FFPSHIAAPUBIND.UB.NDLOGGNDLO H97 J99 F98 A97 B99 I98 N98 D99 L99 G97 
14 14 0	.JJJPSHIFFPSHIAAPUB.ND.UB.NDLOGGNDLO H97 J99 F98 A97 B99 I97 N98 D99 L99 G97 
14 14 0	.JJJ.SH.FFPSH.AAPUBINDPUBINDLOGGNDLO H97 J99 P99 F98 A97 B99 I99 N98 D99 L99 G97 
14 14 0	HJJJPSH.FFPSBIAAPUBIND.U..NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
14 14 0	HJJJPSHIFFPSBIAAPUB.ND.U..NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
14 14 0	HJJJ.SH.FFPSB.AAPUBINDPU.INDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
14 14 0	HJJJ.SH.FFPS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
14 14 0	HJJJ.SHIFFPS.IAAPUB.NDPUB.NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
14 14 0	H.JJJSH.FFPS..AAPUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I99 G97 
15 15 0	JJJ..SHFFDPSHAADPUBINDPUBIN.LOGGN.LO J98 P99 H97 F99 D99 A98 B99 I99 N98 L99 G97 
15 15 0	..JJJSHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J98 P99 F99 D99 A98 B99 I99 N98 L99 G97 
15 15 0	H.JJJSHFFDPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
15 15 0	JJJ..SHFF.PSHAA.PUBINDPUBINDLOGGNDLO J98 P99 H97 F99 A98 D99 B99 I99 N98 L99 G97 
15 15 0	JJJD.SHFFDPSHAADPUBIN.PUBIN.LOGGN.LO J98 P99 H97 F99 A98 D98 B99 I99 N98 L99 G97 
15 15 0	..JJJSHFF.PSHAA.PUBINDPUBINDLOGGNDLO H97 J98 P99 F99 A98 D99 B99 I99 N98 L99 G97 
15 15 0	H.JJJSHFF.PSBAA.PUBINDPU.INDLOGGNDLO J98 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
15 15 0	JJJ.PSHFF.PSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 F99 A97 B99 I98 N98 D99 L99 G97 
15 15 0	JJJ..SHFF.PSH.AAPUBINDPUBINDLOGGNDLO J98 P99 H97 F99 A97 B99 I99 N98 D99 L99 G97 
15 15 0	.JJJ.SHFF.PSHIAAPUBINDPUB.NDLOGGNDLO H97 J99 P99 F99 A97 B99 I98 N98 D99 L99 G97 
15 15 0	..JJJSHFF.PSH.AAPUBINDPUBINDLOGGNDLO H97 J98 P99 F99 A97 B99 I99 N98 D99 L99 G97 
15 15 0	HJJJ.SHFF.PSBIAAPUBINDPU..NDLOGGNDLO J99 P99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
15 15 0	H.JJJSHFF.PSB.AAPUBINDPU.INDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B98 I99 G97 
15 15 0	H.JJJSHFF.PS.IAAPUBINDPUB.NDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B99 I98 G97 
15 15 0	JJJ..SH.FFPSHAA.PUBINDPUBINDLOGGNDLO J98 P99 H97 F98 A98 D99 B99 I99 N98 L99 G97 
15 15 0	..JJJSH.FFPSHAA.PUBINDPUBINDLOGGNDLO H97 J98 P99 F98 A98 D99 B99 I99 N98 L99 G97 
15 15 0	H.JJJSH.FFPSBAA.PUBINDPU.INDLOGGNDLO J98 P99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
15 15 0	JJJ.PSH.FFPSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 F98 A97 B99 I98 N98 D99 L99 G97 
15 15 0	JJJ.PSHIFFPSHIAAPUB.ND.UB.NDLOGGNDLO J98 H97 F98 A97 B99 I97 N98 D99 L99 G97 
15 15 0	JJJ..SH.FFPSH.AAPUBINDPUBINDLOGGNDLO J98 P99 H97 F98 A97 B99 I99 N98 D99 L99 G97 
15 15 0	.JJJ.SH.FFPSHIAAPUBINDPUB.NDLOGGNDLO H97 J99 P99 F98 A97 B99 I98 N98 D99 L99 G97 
15 15 0	.JJJ.SHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO H97 J99 P99 F98 A97 B99 I97 N98 D99 L99 G97 
15 15 0	..JJJSH.FFPSH.AAPUBINDPUBINDLOGGNDLO H97 J98 P99 F98 A97 B99 I99 N98 D99 L99 G97 
15 15 0	HJJJ.SH.FFPSBIAAPUBINDPU..NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
15 15 0	HJJJ.SHIFFPSBIAAPUB.NDPU..NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
15 15 0	H.JJJSH.FFPSB.AAPUBINDPU.INDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
15 15 0	H.JJJSH.FFPS.IAAPUBINDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
15 15 0	H.JJJSHIFFPS.IAAPUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
15 15 0	HIJJJSHIFFPS..AAPUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I96 G97 
16 16 0	JJJ..SHFF.PSHIAAPUBINDPUB.NDLOGGNDLO J98 P99 H97 F99 A97 B99 I98 N98 D99 L99 G97 
16 16 0	..JJJSHFF.PSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 P99 F99 A97 B99 I98 N98 D99 L99 G97 
16 16 0	H.JJJSHFF.PSBIAAPUBINDPU..NDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
16 16 0	JJJ..SH.FFPSHIAAPUBINDPUB.NDLOGGNDLO J98 P99 H97 F98 A97 B99 I98 N98 D99 L99 G97 
16 16 0	JJJ..SHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO J98 P99 H97 F98 A97 B99 I97 N98 D99 L99 G97 
16 16 0	..JJJSH.FFPSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 P99 F98 A97 B99 I98 N98 D99 L99 G97 
16 16 0	..JJJSHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO H97 J98 P99 F98 A97 B99 I97 N98 D99 L99 G97 
16 16 0	.IJJJSHIFFPSH.AAPUB.NDPUB.NDLOGGNDLO H97 J98 P99 F98 A97 B99 I96 N98 D99 L99 G97 
16 16 0	H.JJJSH.FFPSBIAAPUBINDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
16 16 0	H.JJJSHIFFPSBIAAPUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
16 16 0	HIJJJSHIFFPSB.AAPUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I96 G97 
16 16 0	HIJJJSHIFFPS.AA.PUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A96 D99 N98 L99 B99 I96 G97 
16 16 0	HIJJJSHIFFPSAA..PUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A95 D99 N98 L99 B99 I96 G97 
17 17 0	.IJJJSHIFFPSHAA.PUB.NDPUB.NDLOGGNDLO H97 J98 P99 F98 A96 B99 I96 N98 D99 L99 G97 
17 17 0	HIJJJSHIFFPSBAA.PUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A96 D99 N98 L99 B98 I96 G97 
17 17 0	HIJJJSHIFFPS.AADPUB.NDPUB.NDLOGGN.LO J98 P99 F98 H98 A96 D98 N98 L99 B99 I96 G97 
17 17 0	HIJJJSHIFFPSAAN.PUB.NDPUB.NDLOGG.DLO J98 P99 F98 H98 A95 D99 N97 L99 B99 I96 G97 
17 17 0	HIJJJSHIFFPSAA.DPUB.NDPUB.NDLOGGN.LO J98 P99 F98 H98 A95 D98 N98 L99 B99 I96 G97 
18 18 0	.IJJJSHIFFPSHAADPUB.NDPUB.NDLOGGN.LO H97 J98 P99 F98 A96 B99 I96 N98 D98 L99 G97 
18 18 0	HIJJJSHIFFPSBAADPUB.NDPU..NDLOGGN.LO J98 P99 F98 H98 A96 D98 N98 L99 B98 I96 G97 
18 18 0	HIJJJSHIFFPSAANDPUB.NDPUB.NDLOGG..LO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G97 
18 18 0	HIJJJSHIFFPSAAN.PUB.NDPUB.NDLO.GGDLO J98 P99 F98 H98 A95 D99 N97 L99 B99 I96 G96 
19 19 0	HIJJJSHIFFPSAANDPUB.NDPUB.NDLO.GG.LO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G96 
19 19 0	HIJJJSHIFFPSAANDPUB.NDPUB.NDLO..GGLO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G95 
19 19 0	HIJJJSHIFFPSAAN.PU..NDPUB.NDLOBGGDLO J98 P99 F98 H98 A95 D99 N97 L99 B98 I96 G96 
20 20 0	HIJJJSHIFFPSAANDPU..NDPUB.NDLOBGG.LO J98 P99 F98 H98 A95 D98 N97 L99 B98 I96 G96 
20 20 0	HIJJJSHIFFPSAANDPU..NDPUB.NDLOB.GGLO J98 P99 F98 H98 A95 D98 N97 L99 B98 I96 G95 
