0 0 0	JJJ.PS....PSHAADPUH.NDLUBINDLOBINGGO 
11 11 0	HJJJ.SH...PSAA..PUBINDPUBINDLOGGNDLO J99 P99 H98 A99 D99 N98 L99 B99 I99 G97 
11 11 0	H.JJJSH...PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 H98 A99 N98 L99 B99 I99 G97 
11 11 0	H.JJJSH...PSAAN.PUBINDPUBINDLOGG.DLO J98 P99 H98 A99 D99 N99 L99 B99 I99 G97 
11 11 0	H.JJJSH.N.PSAAN.PUBINDPUBI.DLO.GGDLO J98 P99 H98 A99 D99 N98 L99 B99 I99 G98 
11 11 0	H.JJJSH.N.PSAAN.PUBINDPUBI.DLOGG.DLO J98 P99 H98 A99 D99 N98 L99 B99 I99 G97 
12 12 0	JJJ.PSH..DPSHAADPUBINDLUBIN.LOGGN..O J98 H97 D99 A98 B99 I99 N98 G97 
12 12 0	.JJJPSH..DPSHAADPUBIND.UBIN.LOGGN.LO H97 J99 D99 A98 B99 I99 N98 L99 G97 
12 12 0	HJJJPSH..DPSBAADPUBIND.U.IN.LOGGN.LO J99 H98 A98 D99 N98 L99 B98 I99 G97 
12 12 0	HJJJ.SH..DPS.AADPUBINDPUBIN.LOGGN.LO J99 P99 H98 A98 D99 N98 L99 B99 I99 G97 
12 12 0	H.JJJSH..DPSAA.DPUBINDPUBIN.LOGGN.LO J98 P99 H98 A99 D99 N98 L99 B99 I99 G97 
12 12 0	JJJ.PSH...PSHAA.PUBINDLUBINDLOGGND.O J98 H97 A98 D99 B99 I99 N98 G97 
12 12 0	JJJDPSH..DPSHAADPUBIN.LUBIN.LOGGN..O J98 H97 A98 D98 B99 I99 N98 G97 
12 12 0	JJJ.PSH...PSHAADPUBIND.UBINDLOGGN.LO J98 H97 A98 B99 I99 N98 L99 G97 
12 12 0	.JJJPSH...PSHAA.PUBIND.UBINDLOGGNDLO H97 J99 A98 D99 B99 I99 N98 L99 G97 
12 12 0	.JJJ.SH...PSHAADPUBINDPUBINDLOGGN.LO H97 J99 P99 A98 B99 I99 N98 L99 G97 
12 12 0	HJJJPSH...PSBAA.PUBIND.U.INDLOGGNDLO J99 H98 A98 D99 N98 L99 B98 I99 G97 
12 12 0	HJJJ.SH...PS.AA.PUBINDPUBINDLOGGNDLO J99 P99 H98 A98 D99 N98 L99 B99 I99 G97 
12 12 0	HJJJ.SH...PSBAADPUBINDPU.INDLOGGN.LO J99 P99 H98 A98 N98 L99 B98 I99 G97 
12 12 0	H.JJJSH...PS.AADPUBINDPUBINDLOGGN.LO J98 P99 H98 A98 N98 L99 B99 I99 G97 
12 12 0	JJJ.PSH...PSH.AAPUBINDLUBINDLOGGND.O J98 H97 A97 B99 I99 N98 D99 G97 
12 12 0	.JJJPSH...PSHIAAPUBINDLUB.NDLOGGND.O H97 J99 A97 B99 I98 N98 D99 G97 
12 12 0	.JJJPSHI..PSHIAAPUB.NDLUB.NDLOGGND.O H97 J99 A97 B99 I97 N98 D99 G97 
12 12 0	.JJJPSH...PSH.AAPUBIND.UBINDLOGGNDLO H97 J99 A97 B99 I99 N98 D99 L99 G97 
12 12 0	HJJJPSH...PSBIAAPUBINDLU..NDLOGGND.O J99 H98 A97 D99 N98 B98 I98 G97 
12 12 0	HJJJPSHI..PSBIAAPUB.NDLU..NDLOGGND.O J99 H98 A97 D99 N98 B98 I97 G97 
12 12 0	HJJJPSH...PSB.AAPUBIND.U.INDLOGGNDLO J99 H98 A97 D99 N98 L99 B98 I99 G97 
12 12 0	HJJJPSH...PS.IAAPUBIND.UB.NDLOGGNDLO J99 H98 A97 D99 N98 L99 B99 I98 G97 
12 12 0	HJJJPSHI..PS.IAAPUB.ND.UB.NDLOGGNDLO J99 H98 A97 D99 N98 L99 B99 I97 G97 
12 12 0	HJJJ.SH...PS..AAPUBINDPUBINDLOGGNDLO J99 P99 H98 A97 D99 N98 L99 B99 I99 G97 
12 12 0	H.JJJSH...PSAA..PUBINDPUBINDLOGGNDLO J98 P99 H98 A99 D99 N98 L99 B99 I99 G97 
13 13 0	JJJ.PSH..DPSHAADPUBIND.UBIN.LOGGN.LO J98 H97 D99 A98 B99 I99 N98 L99 G97 
13 13 0	.JJJ.SH..DPSHAADPUBINDPUBIN.LOGGN.LO H97 J99 P99 D99 A98 B99 I99 N98 L99 G97 
13 13 0	HJJJ.SH..DPSBAADPUBINDPU.IN.LOGGN.LO J99 P99 H98 A98 D99 N98 L99 B98 I99 G97 
13 13 0	H.JJJSH..DPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 H98 A98 D99 N98 L99 B99 I99 G97 
13 13 0	JJJ.PSH...PSHAA.PUBIND.UBINDLOGGNDLO J98 H97 A98 D99 B99 I99 N98 L99 G97 
13 13 0	JJJDPSH..DPSHAADPUBIN..UBIN.LOGGN.LO J98 H97 A98 D98 B99 I99 N98 L99 G97 
13 13 0	JJJ..SH...PSHAADPUBINDPUBINDLOGGN.LO J98 P99 H97 A98 B99 I99 N98 L99 G97 
13 13 0	.JJJ.SH...PSHAA.PUBINDPUBINDLOGGNDLO H97 J99 P99 A98 D99 B99 I99 N98 L99 G97 
13 13 0	..JJJSH...PSHAADPUBINDPUBINDLOGGN.LO H97 J98 P99 A98 B99 I99 N98 L99 G97 
13 13 0	HJJJ.SH...PSBAA.PUBINDPU.INDLOGGNDLO J99 P99 H98 A98 D99 N98 L99 B98 I99 G97 
13 13 0	H.JJJSH...PS.AA.PUBINDPUBINDLOGGNDLO J98 P99 H98 A98 D99 N98 L99 B99 I99 G97 
13 13 0	H.JJJSH...PSBAADPUBINDPU.INDLOGGN.LO J98 P99 H98 A98 N98 L99 B98 I99 G97 
13 13 0	JJJ.PSH...PSHIAAPUBINDLUB.NDLOGGND.O J98 H97 A97 B99 I98 N98 D99 G97 
13 13 0	JJJ.PSHI..PSHIAAPUB.NDLUB.NDLOGGND.O J98 H97 A97 B99 I97 N98 D99 G97 
13 13 0	JJJ.PSH...PSH.AAPUBIND.UBINDLOGGNDLO J98 H97 A97 B99 I99 N98 D99 L99 G97 
13 13 0	.JJJPSH...PSHIAAPUBIND.UB.NDLOGGNDLO H97 J99 A97 B99 I98 N98 D99 L99 G97 
13 13 0	.JJJPSHI..PSHIAAPUB.ND.UB.NDLOGGNDLO H97 J99 A97 B99 I97 N98 D99 L99 G97 
13 13 0	.JJJ.SH...PSH.AAPUBINDPUBINDLOGGNDLO H97 J99 P99 A97 B99 I99 N98 D99 L99 G97 
13 13 0	HJJJPSH...PSBIAAPUBIND.U..NDLOGGNDLO J99 H98 A97 D99 N98 L99 B98 I98 G97 
13 13 0	HJJJPSHI..PSBIAAPUB.ND.U..NDLOGGNDLO J99 H98 A97 D99 N98 L99 B98 I97 G97 
13 13 0	HJJJ.SH...PSB.AAPUBINDPU.INDLOGGNDLO J99 P99 H98 A97 D99 N98 L99 B98 I99 G97 
13 13 0	HJJJ.SH...PS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 H98 A97 D99 N98 L99 B99 I98 G97 
13 13 0	HJJJ.SHI..PS.IAAPUB.NDPUB.NDLOGGNDLO J99 P99 H98 A97 D99 N98 L99 B99 I97 G97 
13 13 0	H.JJJSH...PS..AAPUBINDPUBINDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B99 I99 G97 
14 14 0	JJJ..SH..DPSHAADPUBINDPUBIN.LOGGN.LO J98 P99 H97 D99 A98 B99 I99 N98 L99 G97 
14 14 0	..JJJSH..DPSHAADPUBINDPUBIN.LOGGN.LO H97 J98 P99 D99 A98 B99 I99 N98 L99 G97 
14 14 0	H.JJJSH..DPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 H98 A98 D99 N98 L99 B98 I99 G97 
14 14 0	JJJ..SH...PSHAA.PUBINDPUBINDLOGGNDLO J98 P99 H97 A98 D99 B99 I99 N98 L99 G97 
14 14 0	JJJD.SH..DPSHAADPUBIN.PUBIN.LOGGN.LO J98 P99 H97 A98 D98 B99 I99 N98 L99 G97 
14 14 0	..JJJSH...PSHAA.PUBINDPUBINDLOGGNDLO H97 J98 P99 A98 D99 B99 I99 N98 L99 G97 
14 14 0	H.JJJSH...PSBAA.PUBINDPU.INDLOGGNDLO J98 P99 H98 A98 D99 N98 L99 B98 I99 G97 
14 14 0	JJJ.PSH...PSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 A97 B99 I98 N98 D99 L99 G97 
14 14 0	JJJ.PSHI..PSHIAAPUB.ND.UB.NDLOGGNDLO J98 H97 A97 B99 I97 N98 D99 L99 G97 
14 14 0	JJJ..SH...PSH.AAPUBINDPUBINDLOGGNDLO J98 P99 H97 A97 B99 I99 N98 D99 L99 G97 
14 14 0	.JJJ.SH...PSHIAAPUBINDPUB.NDLOGGNDLO H97 J99 P99 A97 B99 I98 N98 D99 L99 G97 
14 14 0	.JJJ.SHI..PSHIAAPUB.NDPUB.NDLOGGNDLO H97 J99 P99 A97 B99 I97 N98 D99 L99 G97 
14 14 0	..JJJSH...PSH.AAPUBINDPUBINDLOGGNDLO H97 J98 P99 A97 B99 I99 N98 D99 L99 G97 
14 14 0	HJJJ.SH...PSBIAAPUBINDPU..NDLOGGNDLO J99 P99 H98 A97 D99 N98 L99 B98 I98 G97 
14 14 0	HJJJ.SHI..PSBIAAPUB.NDPU..NDLOGGNDLO J99 P99 H98 A97 D99 N98 L99 B98 I97 G97 
14 14 0	H.JJJSH...PSB.AAPUBINDPU.INDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B98 I99 G97 
14 14 0	H.JJJSH...PS.IAAPUBINDPUB.NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B99 I98 G97 
14 14 0	H.JJJSHI..PS.IAAPUB.NDPUB.NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B99 I97 G97 
14 14 0	HIJJJSHI..PS..AAPUB.NDPUB.NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B99 I96 G97 
15 15 0	JJJ..SH...PSHIAAPUBINDPUB.NDLOGGNDLO J98 P99 H97 A97 B99 I98 N98 D99 L99 G97 
15 15 0	JJJ..SHI..PSHIAAPUB.NDPUB.NDLOGGNDLO J98 P99 H97 A97 B99 I97 N98 D99 L99 G97 
15 15 0	..JJJSH...PSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 P99 A97 B99 I98 N98 D99 L99 G97 
15 15 0	..JJJSHI..PSHIAAPUB.NDPUB.NDLOGGNDLO H97 J98 P99 A97 B99 I97 N98 D99 L99 G97 
15 15 0	.IJJJSHI..PSH.AAPUB.NDPUB.NDLOGGNDLO H97 J98 P99 A97 B99 I96 N98 D99 L99 G97 
15 15 0	H.JJJSH...PSBIAAPUBINDPU..NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B98 I98 G97 
15 15 0	H.JJJSHI..PSBIAAPUB.NDPU..NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B98 I97 G97 
15 15 0	HIJJJSHI..PSB.AAPUB.NDPU..NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B98 I96 G97 
15 15 0	HIJJJSHI..PS.AA.PUB.NDPUB.NDLOGGNDLO J98 P99 H98 A96 D99 N98 L99 B99 I96 G97 
15 15 0	HIJJJSHI..PSAA..PUB.NDPUB.NDLOGGNDLO J98 P99 H98 A95 D99 N98 L99 B99 I96 G97 
16 16 0	.IJJJSHI..PSHAA.PUB.NDPUB.NDLOGGNDLO H97 J98 P99 A96 B99 I96 N98 D99 L99 G97 
16 16 0	HIJJJSHI..PSBAA.PUB.NDPU..NDLOGGNDLO J98 P99 H98 A96 D99 N98 L99 B98 I96 G97 
16 16 0	HIJJJSHI..PS.AADPUB.NDPUB.NDLOGGN.LO J98 P99 H98 A96 D98 N98 L99 B99 I96 G97 
16 16 0	HIJJJSHI.DPS.AADPUB.NDPUB.N.LOGGN.LO J98 P99 H98 A96 D97 N98 L99 B99 I96 G97 
16 16 0	HIJJJSHI..PSAAN.PUB.NDPUB.NDLOGG.DLO J98 P99 H98 A95 D99 N97 L99 B99 I96 G97 
16 16 0	HIJJJSHIN.PSAAN.PUB.NDPUB..DLOGG.DLO J98 P99 H98 A95 D99 N96 L99 B99 I96 G97 
16 16 0	HIJJJSHI..PSAA.DPUB.NDPUB.NDLOGGN.LO J98 P99 H98 A95 D98 N98 L99 B99 I96 G97 
16 16 0	HIJJJSHI.DPSAA.DPUB.NDPUB.N.LOGGN.LO J98 P99 H98 A95 D97 N98 L99 B99 I96 G97 
17 17 0	.IJJJSHI..PSHAADPUB.NDPUB.NDLOGGN.LO H97 J98 P99 A96 B99 I96 N98 D98 L99 G97 
17 17 0	.IJJJSHI.DPSHAADPUB.NDPUB.N.LOGGN.LO H97 J98 P99 A96 B99 I96 N98 D97 L99 G97 
17 17 0	HIJJJSHI..PSBAADPUB.NDPU..NDLOGGN.LO J98 P99 H98 A96 D98 N98 L99 B98 I96 G97 
17 17 0	HIJJJSHI.DPSBAADPUB.NDPU..N.LOGGN.LO J98 P99 H98 A96 D97 N98 L99 B98 I96 G97 
17 17 0	HIJJJSHI..PSAANDPUB.NDPUB.NDLOGG..LO J98 P99 H98 A95 D98 N97 L99 B99 I96 G97 
17 17 0	HIJJJSHI.DPSAANDPUB.NDPUB.N.LOGG..LO J98 P99 H98 A95 D97 N97 L99 B99 I96 G97 
17 17 0	HIJJJSHI..PSAAN.PUB.NDPUB.NDLO.GGDLO J98 P99 H98 A95 D99 N97 L99 B99 I96 G96 
17 17 0	HIJJJSHIN.PSAANDPUB.NDPUB..DLOGG..LO J98 P99 H98 A95 D98 N96 L99 B99 I96 G97 
17 17 0	HIJJJSHINDPSAANDPUB.NDPUB...LOGG..LO J98 P99 H98 A95 D97 N96 L99 B99 I96 G97 
17 17 0	HIJJJSHIN.PSAAN.PUB.NDPUB..DLO.GGDLO J98 P99 H98 A95 D99 N96 L99 B99 I96 G96 
18 18 0	HIJJJSHI..PSAANDPUB.NDPUB.NDLO.GG.LO J98 P99 H98 A95 D98 N97 L99 B99 I96 G96 
18 18 0	HIJJJSHI..PSAANDPUB.NDPUB.NDLO..GGLO J98 P99 H98 A95 D98 N97 L99 B99 I96 G95 
18 18 0	HIJJJSHI.DPSAANDPUB.NDPUB.N.LO.GG.LO J98 P99 H98 A95 D97 N97 L99 B99 I96 G96 
18 18 0	HIJJJSHI.DPSAANDPUB.NDPUB.N.LO..GGLO J98 P99 H98 A95 D97 N97 L99 B99 I96 G95 
18 18 0	HIJJJSHI..PSAAN.PU..NDPUB.NDLOBGGDLO J98 P99 H98 A95 D99 N97 L99 B98 I96 G96 
18 18 0	HIJJJSHIN.PSAANDPUB.NDPUB..DLO.GG.LO J98 P99 H98 A95 D98 N96 L99 B99 I96 G96 
18 18 0	HIJJJSHIN.PSAANDPUB.NDPUB..DLO..GGLO J98 P99 H98 A95 D98 N96 L99 B99 I96 G95 
18 18 0	HIJJJSHINDPSAANDPUB.NDPUB...LO.GG.LO J98 P99 H98 A95 D97 N96 L99 B99 I96 G96 
18 18 0	HIJJJSHINDPSAANDPUB.NDPUB...LO..GGLO J98 P99 H98 A95 D97 N96 L99 B99 I96 G95 
18 18 0	HIJJJSHIN.PSAAN.PU..NDPUB..DLOBGGDLO J98 P99 H98 A95 D99 N96 L99 B98 I96 G96 
19 19 0	HIJJJSHI..PSAANDPU..NDPUB.NDLOBGG.LO J98 P99 H98 A95 D98 N97 L99 B98 I96 G96 
19 19 0	HIJJJSHI..PSAANDPU..NDPUB.NDLOB.GGLO J98 P99 H98 A95 D98 N97 L99 B98 I96 G95 
19 19 0	HIJJJSHI.DPSAANDPU..NDPUB.N.LOBGG.LO J98 P99 H98 A95 D97 N97 L99 B98 I96 G96 
19 19 0	HIJJJSHI.DPSAANDPU..NDPUB.N.LOB.GGLO J98 P99 H98 A95 D97 N97 L99 B98 I96 G95 
19 19 0	HIJJJSHIN.PSAANDPU..NDPUB..DLOBGG.LO J98 P99 H98 A95 D98 N96 L99 B98 I96 G96 
19 19 0	HIJJJSHIN.PSAANDPU..NDPUB..DLOB.GGLO J98 P99 H98 A95 D98 N96 L99 B98 I96 G95 
19 19 0	HIJJJSHINDPSAANDPU..NDPUB...LOBGG.LO J98 P99 H98 A95 D97 N96 L99 B98 I96 G96 
19 19 0	HIJJJSHINDPSAANDPU..NDPUB...LOB.GGLO J98 P99 H98 A95 D97 N96 L99 B98 I96 G95 
