9 0 9	JJJ.PS....PSHAADPUH.NDLUBINDLOBINGGO 
21 15 6	.JJJ.SHI..PSHIAAPUB.NDPUB.NDLOGGNDLO H97 J99 P99 A97 D99 B99 I97 N96 L99 G97 
21 9 12	HJJJ.SH.N.PSAANDPU.INDPUBI.DLOBGG.LO J99 P99 H98 A99 N98 L99 I99 G98 
21 9 12	H.JJJSH.N.PSAANDPU.INDPUBI.DLOB.GGLO J98 P99 H98 A99 N98 L99 I99 G99 
22 10 12	HJJJ.SH..DPSAANDPUBINDPUBIN.LO..GGLO J99 P99 H98 A99 D99 N99 L99 B99 I99 G99 
22 10 12	HJJJ.SH.NDPSAANDPU.INDPUBI..LOBGG.LO J99 P99 H98 A99 D99 N98 L99 I99 G98 
22 16 6	.IJJJSHI..PSH.AAPUB.NDPUB.NDLOGGNDLO H97 J98 P99 A97 D99 B99 I96 N96 L99 G97 
22 16 6	JJJ..SHI..PSHIAAPUB.NDPUB.NDLOGGNDLO J98 H97 P99 A97 B99 I97 N96 D99 L99 G97 
22 13 9	HJJJ.SH...PSAAN.PUBINDPUBINDLOGG.DLO J99 P99 H98 A99 D99 N97 L99 B99 I99 G97 
22 10 12	HJJJ.SH..DPSAANDPU.INDPUBIN.LOB.GGLO J99 P99 H98 A99 D99 N97 L99 I99 G99 
22 10 12	HJJJ.SH.N.PSAANDPUB.NDPUBI.DLO.IGGLO J99 P99 H98 A99 N98 L99 B99 I98 G99 
22 10 12	HJJJPSH.N.PSAANDPUBIND.UBI.DLO..GGLO J99 P98 H98 A99 N98 L99 B99 I99 G99 
22 10 12	HJJJ.SH.N.PSAANDPUBINDPUBI.DLO.GG.LO J99 P99 H98 A99 N98 L99 B99 I99 G98 
20 11 9	HJJJ.SH.N.PSAAN.PUBINDPUBI.DLO.GGDLO J99 P99 H98 A99 D99 N98 L99 B99 I99 G98 
22 16 6	..JJJSHI..PSHIAAPUB.NDPUB.NDLOGGNDLO H97 J98 P99 A97 D99 B99 I97 N96 L99 G97 
22 10 12	H.JJJSH...PSAANDPUBINDPUBINDLO.GG.LO J98 P99 H98 A99 N99 L99 B99 I99 G98 
20 11 9	H.JJJSH...PSAAN.PUBINDPUBINDLO.GGDLO J98 P99 H98 A99 D99 N99 L99 B99 I99 G98 
22 10 12	HJJJ.SH.NDPSAANDPUBINDPUBI..LO..GGLO J99 P99 H98 A99 D99 N98 L99 B99 I99 G99 
22 13 9	.JJJPSH...PSHAADPUBIND.UBINDLOGGN.LO H97 J99 P98 A98 B99 I99 N96 L99 G97 
20 14 6	.JJJPSH...PSHAA.PUBIND.UBINDLOGGNDLO H97 J99 P98 A98 D99 B99 I99 N96 L99 G97 
21 15 6	JJJ.PSH...PSHAA.PUBIND.UBINDLOGGNDLO J98 P98 H97 A98 B99 I99 N96 D99 L99 G97 
22 10 12	H.JJJSH..DPSAANDPU.INDPUBIN.LOBGG.LO J98 P99 H98 A99 D99 N99 L99 I99 G98 
22 16 6	..JJJSH...PSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 P99 I98 A97 B99 N98 D99 L99 G97 
22 13 9	JJJ..SH...PSHAADPUBINDPUBINDLOGGN.LO J98 H97 P99 A98 B99 I99 N96 L99 G97 
22 10 12	HJJJ.SH...PSAANDPU.INDPUBINDLOBGG.LO J99 P99 H98 A99 D98 N99 L99 I99 G98 
22 16 6	H.JJJSHI..PSBIAAPUB.NDPU..NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B98 I97 G97 
22 10 12	HJJJ.SH.NDPSAANDPUBINDPUBI..LOGG..LO J99 P99 H98 A99 D99 N98 L99 B99 I99 G97 
22 10 12	H.JJJSH.N.PSAANDPUBINDPUBI.DLOGG..LO J98 P99 H98 A99 N98 L99 B99 I99 G97 
20 11 9	H.JJJSH...PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 H98 A99 N96 L99 B99 I99 G97 
22 16 6	HJJJ.SHI..PS.IAAPUB.NDPUB.NDLOGGNDLO J97 P99 H98 A97 D99 N98 L99 B99 I97 G97 
22 16 6	HJJJ.SH...PS.IAAPUBINDPUB.NDLOGGNDLO J97 P99 H98 A97 D99 N98 L99 B99 I98 G97 
22 10 12	HJJJPSH.NDPSAANDPUBIND.UBI..LO.GG.LO J99 H98 A99 D99 N98 L99 B99 I99 G98 
22 10 12	HJJJ.SH..DPSAANDPU..NDPUBIN.LOBIGGLO J99 P99 H98 A99 D99 N99 L99 B98 G99 
22 16 6	HJJJPSHI..PSBIAAPUB.ND.U..NDLOGGNDLO J99 H98 A97 D99 N98 L99 B98 I95 G97 
22 10 12	H.JJJSH..DPSAANDPUB.NDPUBIN.LO.IGGLO J98 P99 H98 A99 D99 N99 L99 B99 G99 
22 10 12	HJJJPSH.N.PSAANDPUBINDLUBI.DLO.GG..O J99 H98 A99 D98 N98 B99 I99 G98 
22 16 6	H.JJJSH...PS.AA.PUBINDPUBINDLOGGNDLO J98 P99 H98 A98 D99 N98 L99 B97 I99 G97 
22 16 6	JJJ..SH...PSHIAAPUBINDPUB.NDLOGGNDLO J98 P99 H97 I98 A97 B99 N98 D99 L99 G97 
22 16 6	.JJJPSH...PSHIAAPUBIND.UB.NDLOGGNDLO J97 H97 I98 A97 B99 N98 D99 L99 G97 
22 13 9	H.JJJSH...PSAAN.PUBINDPUBINDLO.GGDLO J98 P99 H98 A99 D99 N97 L99 B99 I99 G96 
22 13 9	HJJJ.SH.N.PSAAN.PUBINDPUBI.DLO.GGDLO J97 P99 H98 A99 D99 N98 L99 B99 I99 G96 
22 13 9	HJJJPSH...PSAAN.PUBIND.UBINDLOGG.DLO J99 H98 A99 D99 N95 L99 B99 I99 G97 
22 16 6	HJJJ.SHI..PSBIAAPUB.NDPU..NDLOGGNDLO J99 P99 H98 A97 D99 N98 L99 B98 I97 G97 
22 16 6	.JJJPSHI..PSHIAAPUB.NDLUB.NDLOGGND.O J97 H97 I97 A97 B99 N98 D99 G97 
22 10 12	HJJJ.SH..DPSAANDPU.INDPUBIN.LOBGG.LO J99 P99 H98 A99 D97 N99 L99 I99 G98 
22 13 9	HJJJ.SH..DPSAA.DPUBINDPUBIN.LOGGN.LO J99 P99 H98 A99 D97 N98 L99 B99 I99 G97 
22 10 12	H.JJJSH.NDPSAANDPU.INDPUBI..LOB.GGLO J98 P99 H98 A99 D99 N98 L99 I99 G99 
22 10 12	H.JJJSH.N.PSAANDPU.INDPUBI.DLOBGG.LO J98 P99 H98 A99 N98 L99 I99 G98 
22 16 6	.JJJPSHI..PSHIAAPUB.ND.UB.NDLOGGNDLO H97 J99 P98 A97 D99 B99 I97 N96 L99 G97 
22 10 12	HJJJPSH...PSAANDPUBIND.UBINDLO.GG.LO J99 H98 A99 D98 N99 L99 B99 I99 G98 
22 10 12	H.JJJSH..DPSAANDPU.INDPUBIN.LOBGG.LO J98 P99 H98 A99 D99 N99 L99 I99 G98 
22 13 9	HJJJPSH...PS.AADPUBIND.UBINDLOGGN.LO J99 H98 A98 D98 N98 L99 B99 I99 G97 
22 16 6	HIJJJSHI..PS..AAPUB.NDPUB.NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B99 I96 G97 
22 10 12	HJJJPSH..DPSAANDPUBIND.UBIN.LO.GG.LO J99 H98 A99 D97 N99 L99 B99 I99 G98 
22 10 12	HJJJ.SH..DPSAANDPUBINDPUBIN.LOGG..LO J99 P99 H98 A99 D99 N99 L99 B99 I99 G97 
22 10 12	H.JJJSH.N.PSAANDPUBINDPUBI.DLO..GGLO J98 P99 H98 A99 N98 L99 B99 I99 G99 
22 10 12	HJJJ.SH..DPSAANDPUBINDPUBIN.LO.GG.LO J99 P99 H98 A99 D99 N99 L99 B99 I99 G98 
22 10 12	HJJJ.SH..DPSAANDPUBINDPUBIN.LO.GG.LO J99 P99 H98 A99 D99 N99 L99 B99 I99 G98 
22 10 12	HJJJ.SH..DPSAANDPUBINDPUBIN.LO.GG.LO J99 P99 H98 A99 D99 N99 L99 B99 I99 G98 
22 13 9	H.JJJSH..DPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 H98 A98 D99 N96 L99 B99 I99 G97 
22 10 12	HJJJPSH.NDPSAANDPUBINDLUBI..LO.GG..O J99 H98 A99 D97 N98 B99 I99 G98 
22 13 9	.JJJPSH..DPSHAADPUBINDLUBIN.LOGGN..O H97 J99 A98 B99 I99 N98 D97 G97 
22 13 9	HJJJ.SH.N.PSAAN.PUBINDPUBI.DLOGG.DLO J99 P99 H98 A99 D99 N96 L99 B99 I99 G97 
22 10 12	H.JJJSH.N.PSAANDPU..NDPUBI.DLOBIGGLO J98 P99 H98 A99 D98 N98 L99 G99 
22 10 12	HJJJPSH..DPSAANDPUBINDLUBIN.LOGG...O J99 H98 A99 D97 N99 B99 I99 G97 
22 10 12	HJJJPSH.NDPSAANDPU.IND.UBI..LOBGG.LO J99 H98 A99 D97 N98 L99 I99 G98 
22 13 9	HJJJ.SH..DPSBAADPUBINDPU.IN.LOGGN.LO J99 P99 H98 A98 D99 N96 L99 B98 I99 G97 
22 13 9	HJJJPSH...PSBAADPUBINDLU.INDLOGGN..O J99 H98 A98 D98 N98 B98 I99 G97 
22 10 12	H.JJJSH...PSAANDPUBINDPUBINDLO..GGLO J98 P99 H98 A99 N99 L99 B99 I99 G99 
22 13 9	H.JJJSH...PSBAADPUBINDPU.INDLOGGN.LO J98 P99 H98 A98 N96 L99 B98 I99 G97 
22 10 12	H.JJJSH..DPSAANDPU.INDPUBIN.LOB.GGLO J98 P99 H98 A99 D99 N99 L99 I99 G99 
22 13 9	HJJJ.SH...PSAA.DPUBINDPUBINDLOGGN.LO J99 P99 H98 A99 D98 N98 L99 B99 I99 G97 
23 11 12	H.JJJSH..DPSAANDPUBINDPUBIN.LO..GGLO J98 P99 H98 A99 D99 N99 L99 B99 I99 G99 
23 11 12	H.JJJSH.NDPSAANDPU.INDPUBI..LOBGG.LO J98 P99 H98 A99 D99 N98 L99 I99 G98 
23 11 12	HJJJ.SH.NDPSAANDPUBINDPUBI..LO.GG.LO J99 P99 H98 A99 D99 N98 L99 B99 I99 G98 
23 17 6	JJJ.PSHI..PSHIAAPUB.ND.UB.NDLOGGNDLO J98 H97 P98 A97 B99 I97 N96 D99 L99 G97 
23 17 6	.IJJJSHI..PSHAA.PUB.NDPUB.NDLOGGNDLO H97 J98 P99 A96 D99 B99 I96 N96 L99 G97 
23 14 9	H.JJJSH..DPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 H98 A98 D99 N96 L99 B98 I99 G97 
23 11 12	H.JJJSH.N.PSAANDPUB.NDPUBI.DLO.IGGLO J98 P99 H98 A99 N98 L99 B99 I98 G99 
23 17 6	H.JJJSHI..PS.IAAPUB.NDPUB.NDLOGGNDLO H96 J98 P99 A97 D99 B99 I97 N96 L99 G97 
23 11 12	H.JJJSH.N.PSAANDPUBINDPUBI.DLO.GG.LO J98 P99 H98 A99 N98 L99 B99 I99 G98 
23 14 9	..JJJSH..DPSHAADPUBINDPUBIN.LOGGN.LO H97 J98 D99 P99 A98 B99 I99 N96 L99 G97 
23 11 12	H.JJJSH..DPSAANDPUBINDPUBIN.LO.GG.LO J98 P99 H98 A99 D99 N99 L99 B99 I99 G98 
23 14 9	.JJJPSH..DPSHAADPUBIND.UBIN.LOGGN.LO H97 J99 P98 A98 D99 B99 I99 N96 L99 G97 
23 11 12	H.JJJSH.NDPSAANDPUBINDPUBI..LO..GGLO J98 P99 H98 A99 D99 N98 L99 B99 I99 G99 
23 14 9	JJJD.SH..DPSHAADPUBIN.PUBIN.LOGGN.LO J98 H97 P99 A98 D98 B99 I99 N96 L99 G97 
23 11 12	H.JJJSH.NDPSAANDPUBINDPUBI..LOGG..LO J98 P99 H98 A99 D99 N98 L99 B99 I99 G97 
23 17 6	HIJJJSHI..PSB.AAPUB.NDPU..NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B98 I96 G97 
23 14 9	JJJ..SH..DPSHAADPUBINDPUBIN.LOGGN.LO J98 H97 P99 A98 D99 B99 I99 N96 L99 G97 
23 11 12	HJJJPSH.NDPSAANDPUBIND.UBI..LO.GG.LO J99 H98 A99 D97 N98 L99 B99 I99 G96 
23 11 12	H.JJJSH.NDPSAANDPUB.NDPUBI..LO.IGGLO J98 P99 H98 A99 D99 N98 L99 B99 G99 
23 14 9	HJJJPSH..DPSBAADPUBINDLU.IN.LOGGN..O J99 H98 A98 D97 N98 B98 I99 G97 
23 11 12	H.JJJSH...PSAANDPUB.NDPUBINDLO.IGGLO J98 P99 H98 A99 D98 N99 L99 B99 G99 
23 14 9	HJJJPSH..DPSBAADPUBIND.U.IN.LOGGN.LO J99 P98 H98 A98 D99 N96 L99 B98 I99 G97 
23 11 12	HJJJ.SH...PSAANDPUBINDPUBINDLOGG..LO J99 P99 H98 A99 N95 L99 B99 I99 G97 
23 11 12	HJJJ.SH.NDPSAANDPUBINDPUBI..LOGG..LO J99 P99 H98 A99 D97 N98 L99 B99 I99 G97 
23 11 12	HJJJ.SH.N.PSAANDPUBINDPUBI.DLOGG..LO J99 P99 H98 A99 N94 L99 B99 I99 G97 
23 17 6	HJJJ.SH...PSB.AAPUBINDPU.INDLOGGNDLO J99 P99 H98 A97 D99 N98 L99 B98 I95 G97 
23 14 9	H.JJJSH...PSAAN.PUBINDPUBINDLOGG.DLO J98 P99 H98 A99 D99 N97 L99 B99 I99 G97 
23 11 12	H.JJJSH..DPSAANDPU.INDPUBIN.LOBGG.LO J98 P99 H98 A99 D97 N99 L99 I99 G98 
23 14 9	HJJJPSH...PSBAADPUBIND.U.INDLOGGN.LO J99 H98 A98 D98 N98 L99 B98 I99 G97 
23 14 9	H.JJJSH.N.PSAAN.PUBINDPUBI.DLOGG.DLO J98 P99 H98 A99 D99 N96 L99 B99 I99 G97 
23 14 9	H.JJJSH...PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 H98 A99 D98 N98 L99 B99 I99 G97 
23 11 12	H.JJJSH.N.PSAANDPUBINDPUBI.DLO.GG.LO J98 P99 H98 A99 N98 L99 B99 I99 G98 
23 11 12	HJJJPSH..DPSAANDPUBIND.UBIN.LOGG..LO J99 H98 A99 D97 N99 L99 B99 I99 G97 
23 14 9	HJJJ.SH...PS.AADPUBINDPUBINDLOGGN.LO J99 P99 H98 A98 D98 N98 L99 B99 I99 G97 
23 14 9	HJJJ.SH..DPS.AADPUBINDPUBIN.LOGGN.LO J99 P99 H98 A98 D97 N98 L99 B99 I99 G97 
23 17 6	HIJJJSHI..PSAA..PUB.NDPUB.NDLOGGNDLO J98 P99 H98 A95 D99 N98 L99 B99 I96 G97 
23 11 12	HJJJ.SH.NDPSAANDPU.INDPUBI..LOBGG.LO J99 P99 H98 A99 D97 N98 L99 I99 G98 
23 14 9	H.JJJSH..DPSAA.DPUBINDPUBIN.LOGGN.LO J98 P99 H98 A99 D97 N98 L99 B99 I99 G97 
23 14 9	HJJJ.SH...PSBAADPUBINDPU.INDLOGGN.LO J99 P99 H98 A98 D98 N96 L99 B98 I99 G97 
23 11 12	H.JJJSH...PSAANDPUBINDPUBINDLOGG..LO J98 P99 H98 A99 N99 L99 B99 I99 G97 
23 11 12	H.JJJSH..DPSAANDPUBINDPUBIN.LOGG..LO J98 P99 H98 A99 D99 N99 L99 B99 I99 G97 
23 11 12	H.JJJSH...PSAANDPU.INDPUBINDLOBGG.LO J98 P99 H98 A99 D98 N99 L99 I99 G98 
23 17 6	HJJJPSHI..PSBIAAPUB.NDLU..NDLOGGND.O J99 H98 A97 D99 N98 L98 B98 I95 G97 
23 11 12	HJJJ.SH...PSAANDPUBINDPUBINDLO.GG.LO J99 P99 H98 A99 D98 N99 L99 B99 I99 G98 
23 17 6	HIJJJSHI..PS.AA.PUB.NDPUB.NDLOGGNDLO J98 P99 H98 A96 D99 N98 L99 B99 I96 G97 
23 11 12	HJJJ.SH.N.PSAANDPU.INDPUBI.DLOBGG.LO J99 P99 H98 A99 D98 N98 L99 I99 G98 
23 14 9	HJJJPSH...PS.AADPUBINDLUBINDLOGGN..O J99 H98 A98 D98 N98 L98 B99 I99 G97 
23 14 9	JJJDPSH..DPSHAADPUBIN.LUBIN.LOGGN..O J98 H97 A98 B99 I99 N98 D96 G97 
23 14 9	JJJ.PSH..DPSHAADPUBINDLUBIN.LOGGN..O J98 H97 A98 B99 I99 N98 D97 G97 
24 12 12	H.JJJSH.NDPSAANDPUBINDPUBI..LO.GG.LO J98 P99 H98 A99 D99 N98 L99 B99 I99 G98 
24 15 9	..JJJSH...PSHAADPUBINDPUBINDLOGGN.LO H97 J98 D98 P99 A98 B99 I99 N96 L99 G97 
24 15 9	HJJJPSH...PSBAADPUBIND.U.INDLOGGN.LO J99 P98 H98 A98 D98 N96 L99 B98 I99 G97 
24 15 9	JJJDPSH..DPSHAADPUBIN..UBIN.LOGGN.LO J98 H97 A98 B99 I99 N98 D96 L99 G97 
24 15 9	JJJ.PSH...PSHAADPUBINDLUBINDLOGGN..O J98 H97 A98 B99 I99 N98 D96 G97 
24 12 12	HJJJ.SH..DPSAANDPUBINDPUBIN.LOGG..LO J99 P99 H98 A99 D97 N99 L99 B99 I99 G97 
24 12 12	H.JJJSH.NDPSAANDPUBINDPUBI..LOGG..LO J98 P99 H98 A99 D97 N98 L99 B99 I99 G97 
24 15 9	HJJJ.SH..DPSBAADPUBINDPU.IN.LOGGN.LO J99 P99 H98 A98 D97 N98 L99 B98 I99 G97 
24 15 9	.JJJ.SH..DPSHAADPUBINDPUBIN.LOGGN.LO J97 H97 D99 P99 A98 B99 I99 N96 L99 G97 
24 15 9	JJJ.PSH..DPSHAADPUBIND.UBIN.LOGGN.LO J98 P98 H97 D99 A98 B99 I99 N96 L99 G97 
24 15 9	..JJJSH..DPSHAADPUBINDPUBIN.LOGGN.LO H97 J98 P99 A98 D97 B99 I99 N96 L99 G97 
24 12 12	H.JJJSH.N.PSAANDPUBINDPUBI.DLOGG..LO J98 P99 H98 A99 D98 N98 L99 B99 I99 G97 
24 15 9	JJJDPSH..DPSHAADPUBIN..UBIN.LOGGN.LO J98 H97 P98 A98 D98 B99 I99 N96 L99 G97 
24 12 12	H.JJJSH.N.PSAANDPU.INDPUBI.DLOBGG.LO J98 P99 H98 A99 D98 N98 L99 I99 G98 
24 18 6	H.JJJSH...PSBIAAPUBINDPU..NDLOGGNDLO J98 P99 H98 A97 D99 N98 L99 B98 I94 G97 
24 12 12	H.JJJSH...PSAANDPU.INDPUBINDLOB.GGLO J98 P99 H98 A99 D98 N99 L99 I99 G97 
24 15 9	HJJJ.SH...PSBAADPUBINDPU.INDLOGGN.LO J99 P99 H98 A98 D98 N98 L99 B98 I99 G97 
24 15 9	.JJJPSH...PSHAADPUBINDLUBINDLOGGN..O H97 J99 A98 D98 B99 I99 N98 L98 G97 
24 15 9	HJJJPSH..DPS.AADPUBIND.UBIN.LOGGN.LO H96 J99 P98 A98 D99 B99 I99 N96 L99 G97 
24 18 6	HIJJJSHI..PSBAA.PUB.NDPU..NDLOGGNDLO J98 P99 H98 A96 D99 N98 L99 B98 I96 G97 
24 12 12	H.JJJSH.NDPSAANDPU.INDPUBI..LOBGG.LO J98 P99 H98 A99 D97 N98 L99 I99 G98 
25 16 9	HJJJPSH...PSBAADPUBIND.U.INDLOGGN.LO J99 P98 H98 A98 D98 N98 L99 B98 I99 G97 
25 16 9	JJJD.SH..DPSHAADPUBIN.PUBIN.LOGGN.LO J96 H97 P99 A98 B99 I99 N96 D96 L99 G97 
25 13 12	H.JJJSH...PSAANDPUBINDPUBINDLOGG..LO J98 P99 H98 A99 D98 N97 L99 B99 I99 G97 
25 16 9	H.JJJSH...PSBAADPUBINDPU.INDLOGGN.LO J98 P99 H98 A98 D98 N98 L99 B98 I99 G97 
25 13 12	H.JJJSH.N.PSAANDPUBINDPUBI.DLO.GG.LO J98 P99 H98 A99 D98 N98 L99 B99 I99 G96 
25 16 9	H.JJJSH..DPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 H98 A98 D97 N98 L99 B98 I99 G97 
25 13 12	H.JJJSH..DPSAANDPUBINDPUBIN.LOGG..LO J98 P99 H98 A99 D97 N97 L99 B99 I99 G97 
25 16 9	JJJ.PSH...PSHAADPUBIND.UBINDLOGGN.LO J98 H97 A98 B99 I99 N98 D94 L99 G97 
25 16 9	JJJ.PSH..DPSHAADPUBIND.UBIN.LOGGN.LO J98 P98 H97 A98 B99 I99 N96 D97 L99 G97 
25 13 12	H.JJJSH.NDPSAANDPUBINDPUBI..LO.GG.LO J98 P99 H98 A99 D97 N98 L99 B99 I99 G96 
25 16 9	JJJ..SH..DPSHAADPUBINDPUBIN.LOGGN.LO J96 H97 P99 A98 B99 I99 N96 D97 L99 G97 
25 16 9	JJJDPSH..DPSHAADPUBIN..UBIN.LOGGN.LO J98 P98 H97 A98 B99 I99 N96 D96 L99 G97 
25 16 9	HJJJPSH..DPSBAADPUBIND.U.IN.LOGGN.LO J99 P98 H98 A98 D97 N98 L99 B98 I99 G97 
26 14 12	HJJJPSH..DPSAANDPUBIND.UBIN.LOGG..LO J99 H98 A99 D97 N95 L99 B99 I99 G97 
27 18 9	.IJJJSHI..PSHAADPUB.NDPUB.NDLOGGN.LO H97 J98 P99 A96 D98 B99 I96 N96 L99 G97 
27 18 9	HIJJJSHI..PS.AADPUB.NDPUB.NDLOGGN.LO J98 P99 H98 A96 D98 N98 L99 B99 I96 G97 
27 18 9	.IJJJSHI.DPSHAADPUB.NDPUB.N.LOGGN.LO H97 J98 P99 A96 D97 B99 I96 N96 L99 G97 
27 18 9	HIJJJSHI.DPSAA.DPUB.NDPUB.N.LOGGN.LO J98 P99 H98 A95 D97 N98 L99 B99 I96 G97 
27 18 9	HIJJJSHIN.PSAAN.PUB.NDPUB..DLOGG.DLO J98 P99 H98 A95 D99 N96 L99 B99 I96 G97 
27 18 9	HIJJJSHI.DPS.AADPUB.NDPUB.N.LOGGN.LO J98 P99 H98 A96 D97 N98 L99 B99 I96 G97 
27 18 9	HIJJJSHI..PSAA.DPUB.NDPUB.NDLOGGN.LO J98 P99 H98 A95 D98 N98 L99 B99 I96 G97 
27 18 9	HIJJJSHI..PSAAN.PUB.NDPUB.NDLOGG.DLO J98 P99 H98 A95 D99 N97 L99 B99 I96 G97 
28 19 9	HIJJJSHI..PSBAADPUB.NDPU..NDLOGGN.LO J98 P99 H98 A96 D98 N98 L99 B98 I96 G97 
28 19 9	HIJJJSHI.DPSBAADPUB.NDPU..N.LOGGN.LO J98 P99 H98 A96 D97 N98 L99 B98 I96 G97 
28 19 9	HIJJJSHIN.PSAAN.PUB.NDPUB..DLO.GGDLO J98 P99 H98 A95 D99 N96 L99 B99 I96 G96 
28 19 9	HIJJJSHI..PSAAN.PUB.NDPUB.NDLO.GGDLO J98 P99 H98 A95 D99 N97 L99 B99 I96 G96 
29 20 9	HIJJJSHIN.PSAAN.PU..NDPUB..DLOBGGDLO J98 P99 H98 A95 D99 N96 L99 B98 I96 G96 
29 20 9	HIJJJSHI..PSAAN.PU..NDPUB.NDLOBGGDLO J98 P99 H98 A95 D99 N97 L99 B98 I96 G96 
31 19 12	HIJJJSHI.DPSAANDPUB.NDPUB.N.LOGG..LO J98 P99 H98 A95 D97 N97 L99 B99 I96 G97 
31 19 12	HIJJJSHI..PSAANDPUB.NDPUB.NDLOGG..LO J98 P99 H98 A95 D98 N97 L99 B99 I96 G97 
31 19 12	HIJJJSHINDPSAANDPUB.NDPUB...LOGG..LO J98 P99 H98 A95 D97 N96 L99 B99 I96 G97 
31 19 12	HIJJJSHIN.PSAANDPUB.NDPUB..DLOGG..LO J98 P99 H98 A95 D98 N96 L99 B99 I96 G97 
32 20 12	HIJJJSHIN.PSAANDPUB.NDPUB..DLO.GG.LO J98 P99 H98 A95 D98 N96 L99 B99 I96 G96 
32 20 12	HIJJJSHINDPSAANDPUB.NDPUB...LO.GG.LO J98 P99 H98 A95 D97 N96 L99 B99 I96 G96 
32 20 12	HIJJJSHINDPSAANDPUB.NDPUB...LO..GGLO J98 P99 H98 A95 D97 N96 L99 B99 I96 G95 
32 20 12	HIJJJSHIN.PSAANDPUB.NDPUB..DLO..GGLO J98 P99 H98 A95 D98 N96 L99 B99 I96 G95 
32 20 12	HIJJJSHI.DPSAANDPUB.NDPUB.N.LO.GG.LO J98 P99 H98 A95 D97 N97 L99 B99 I96 G96 
32 20 12	HIJJJSHI..PSAANDPUB.NDPUB.NDLO..GGLO J98 P99 H98 A95 D98 N97 L99 B99 I96 G95 
32 20 12	HIJJJSHI..PSAANDPUB.NDPUB.NDLO.GG.LO J98 P99 H98 A95 D98 N97 L99 B99 I96 G96 
32 20 12	HIJJJSHI.DPSAANDPUB.NDPUB.N.LO..GGLO J98 P99 H98 A95 D97 N97 L99 B99 I96 G95 
33 21 12	HIJJJSHINDPSAANDPU..NDPUB...LOBGG.LO J98 P99 H98 A95 D97 N96 L99 B98 I96 G96 
33 21 12	HIJJJSHIN.PSAANDPU..NDPUB..DLOBGG.LO J98 P99 H98 A95 D98 N96 L99 B98 I96 G96 
33 21 12	HIJJJSHIN.PSAANDPU..NDPUB..DLOB.GGLO J98 P99 H98 A95 D98 N96 L99 B98 I96 G95 
33 21 12	HIJJJSHI..PSAANDPU..NDPUB.NDLOBGG.LO J98 P99 H98 A95 D98 N97 L99 B98 I96 G96 
33 21 12	HIJJJSHI.DPSAANDPU..NDPUB.N.LOB.GGLO J98 P99 H98 A95 D97 N97 L99 B98 I96 G95 
33 21 12	HIJJJSHI..PSAANDPU..NDPUB.NDLOB.GGLO J98 P99 H98 A95 D98 N97 L99 B98 I96 G95 
33 21 12	HIJJJSHINDPSAANDPU..NDPUB...LOB.GGLO J98 P99 H98 A95 D97 N96 L99 B98 I96 G95 
33 21 12	HIJJJSHI.DPSAANDPU..NDPUB.N.LOBGG.LO J98 P99 H98 A95 D97 N97 L99 B98 I96 G96 
